"","WSN","NYY","Champion"
"18883","4","0","WSN"
"18884","3","4","NYY"
"18885","4","2","WSN"
"18886","1","4","NYY"
"18887","3","4","NYY"
"18888","1","4","NYY"
"18889","4","2","WSN"
"18890","3","4","NYY"
"18891","4","3","WSN"
"18892","2","4","NYY"
"18893","4","0","WSN"
"18894","1","4","NYY"
"18895","4","3","WSN"
"18896","3","4","NYY"
"18897","2","4","NYY"
"18898","4","1","WSN"
"18899","0","4","NYY"
"18900","2","4","NYY"
"18901","1","4","NYY"
"18902","3","4","NYY"
"18903","2","4","NYY"
"18904","4","1","WSN"
"18905","4","1","WSN"
"18906","4","3","WSN"
"18907","4","1","WSN"
"18908","1","4","NYY"
"18909","4","0","WSN"
"18910","3","4","NYY"
"18911","4","3","WSN"
"18912","4","0","WSN"
"18913","1","4","NYY"
"18914","3","4","NYY"
"18915","4","0","WSN"
"18916","4","1","WSN"
"18917","4","3","WSN"
"18918","4","3","WSN"
"18919","4","2","WSN"
"18920","0","4","NYY"
"18921","4","2","WSN"
"18922","4","1","WSN"
"18923","4","2","WSN"
"18924","4","1","WSN"
"18925","4","2","WSN"
"18926","4","1","WSN"
"18927","4","3","WSN"
"18928","4","3","WSN"
"18929","3","4","NYY"
"18930","2","4","NYY"
"18931","1","4","NYY"
"18932","4","2","WSN"
"18933","4","0","WSN"
"18934","4","2","WSN"
"18935","4","1","WSN"
"18936","4","2","WSN"
"18937","1","4","NYY"
"18938","4","3","WSN"
"18939","4","2","WSN"
"18940","3","4","NYY"
"18941","4","3","WSN"
"18942","4","2","WSN"
"18943","1","4","NYY"
"18944","4","3","WSN"
"18945","4","0","WSN"
"18946","4","1","WSN"
"18947","4","3","WSN"
"18948","4","0","WSN"
"18949","4","2","WSN"
"18950","4","2","WSN"
"18951","4","2","WSN"
"18952","1","4","NYY"
"18953","3","4","NYY"
"18954","1","4","NYY"
"18955","4","2","WSN"
"18956","1","4","NYY"
"18957","4","3","WSN"
"18958","3","4","NYY"
"18959","1","4","NYY"
"18960","1","4","NYY"
"18961","4","3","WSN"
"18962","2","4","NYY"
"18963","4","2","WSN"
"18964","4","2","WSN"
"18965","3","4","NYY"
"18966","4","2","WSN"
"18967","2","4","NYY"
"18968","4","2","WSN"
"18969","4","3","WSN"
"18970","3","4","NYY"
"18971","4","3","WSN"
"18972","4","2","WSN"
"18973","4","2","WSN"
"18974","3","4","NYY"
"18975","1","4","NYY"
"18976","3","4","NYY"
"18977","1","4","NYY"
"18978","4","3","WSN"
"18979","3","4","NYY"
"18980","4","3","WSN"
"18981","4","3","WSN"
"18982","4","2","WSN"
"18983","4","3","WSN"
"18984","0","4","NYY"
"18985","4","3","WSN"
"18986","4","0","WSN"
"18987","3","4","NYY"
"18988","4","0","WSN"
"18989","4","2","WSN"
"18990","4","3","WSN"
"18991","0","4","NYY"
"18992","4","3","WSN"
"18993","3","4","NYY"
"18994","4","0","WSN"
"18995","1","4","NYY"
"18996","1","4","NYY"
"18997","4","3","WSN"
"18998","4","1","WSN"
"18999","4","3","WSN"
"19000","4","0","WSN"
"19001","4","2","WSN"
"19002","1","4","NYY"
"19003","2","4","NYY"
"19004","3","4","NYY"
"19005","4","2","WSN"
"19006","2","4","NYY"
"19007","4","3","WSN"
"19008","2","4","NYY"
"19009","3","4","NYY"
"19010","4","0","WSN"
"19011","4","0","WSN"
"19012","3","4","NYY"
"19013","4","0","WSN"
"19014","4","2","WSN"
"19015","1","4","NYY"
"19016","4","1","WSN"
"19017","4","0","WSN"
"19018","2","4","NYY"
"19019","2","4","NYY"
"19020","1","4","NYY"
"19021","1","4","NYY"
"19022","4","2","WSN"
"19023","4","2","WSN"
"19024","4","0","WSN"
"19025","1","4","NYY"
"19026","4","0","WSN"
"19027","4","2","WSN"
"19028","4","3","WSN"
"19029","4","2","WSN"
"19030","4","1","WSN"
"19031","4","2","WSN"
"19032","2","4","NYY"
"19033","1","4","NYY"
"19034","4","3","WSN"
"19035","4","3","WSN"
"19036","3","4","NYY"
"19037","2","4","NYY"
"19038","4","2","WSN"
"19039","2","4","NYY"
"19040","2","4","NYY"
"19041","4","2","WSN"
"19042","4","3","WSN"
"19043","4","3","WSN"
"19044","0","4","NYY"
"19045","4","3","WSN"
"19046","1","4","NYY"
"19047","4","3","WSN"
"19048","0","4","NYY"
"19049","1","4","NYY"
"19050","4","2","WSN"
"19051","4","3","WSN"
"19052","4","2","WSN"
"19053","4","0","WSN"
"19054","3","4","NYY"
"19055","4","2","WSN"
"19056","2","4","NYY"
"19057","4","2","WSN"
"19058","3","4","NYY"
"19059","4","1","WSN"
"19060","4","3","WSN"
"19061","4","2","WSN"
"19062","4","0","WSN"
"19063","1","4","NYY"
"19064","4","2","WSN"
"19065","4","2","WSN"
"19066","1","4","NYY"
"19067","4","2","WSN"
"19068","2","4","NYY"
"19069","4","1","WSN"
"19070","2","4","NYY"
"19071","4","3","WSN"
"19072","1","4","NYY"
"19073","3","4","NYY"
"19074","1","4","NYY"
"19075","4","2","WSN"
"19076","1","4","NYY"
"19077","4","2","WSN"
"19078","0","4","NYY"
"19079","3","4","NYY"
"19080","4","2","WSN"
"19081","4","3","WSN"
"19082","4","2","WSN"
"19083","1","4","NYY"
"19084","4","2","WSN"
"19085","4","1","WSN"
"19086","4","2","WSN"
"19087","4","1","WSN"
"19088","4","3","WSN"
"19089","4","3","WSN"
"19090","4","2","WSN"
"19091","2","4","NYY"
"19092","4","0","WSN"
"19093","1","4","NYY"
"19094","1","4","NYY"
"19095","3","4","NYY"
"19096","2","4","NYY"
"19097","3","4","NYY"
"19098","2","4","NYY"
"19099","4","2","WSN"
"19100","4","2","WSN"
"19101","1","4","NYY"
"19102","4","2","WSN"
"19103","4","3","WSN"
"19104","4","3","WSN"
"19105","0","4","NYY"
"19106","4","1","WSN"
"19107","4","2","WSN"
"19108","4","1","WSN"
"19109","2","4","NYY"
"19110","4","2","WSN"
"19111","3","4","NYY"
"19112","0","4","NYY"
"19113","0","4","NYY"
"19114","3","4","NYY"
"19115","4","3","WSN"
"19116","3","4","NYY"
"19117","1","4","NYY"
"19118","4","3","WSN"
"19119","4","2","WSN"
"19120","4","0","WSN"
"19121","3","4","NYY"
"19122","1","4","NYY"
"19123","4","0","WSN"
"19124","4","3","WSN"
"19125","4","3","WSN"
"19126","2","4","NYY"
"19127","4","3","WSN"
"19128","4","3","WSN"
"19129","4","2","WSN"
"19130","4","0","WSN"
"19131","4","3","WSN"
"19132","3","4","NYY"
"19133","3","4","NYY"
"19134","3","4","NYY"
"19135","4","1","WSN"
"19136","1","4","NYY"
"19137","1","4","NYY"
"19138","4","3","WSN"
"19139","4","3","WSN"
"19140","3","4","NYY"
"19141","1","4","NYY"
"19142","4","1","WSN"
"19143","1","4","NYY"
"19144","4","2","WSN"
"19145","2","4","NYY"
"19146","4","1","WSN"
"19147","4","0","WSN"
"19148","2","4","NYY"
"19149","4","3","WSN"
"19150","3","4","NYY"
"19151","4","1","WSN"
"19152","4","2","WSN"
"19153","2","4","NYY"
"19154","4","0","WSN"
"19155","4","1","WSN"
"19156","4","2","WSN"
"19157","2","4","NYY"
"19158","0","4","NYY"
"19159","1","4","NYY"
"19160","4","1","WSN"
"19161","1","4","NYY"
"19162","4","3","WSN"
"19163","3","4","NYY"
"19164","4","3","WSN"
"19165","4","3","WSN"
"19166","4","2","WSN"
"19167","4","2","WSN"
"19168","3","4","NYY"
"19169","4","3","WSN"
"19170","2","4","NYY"
"19171","1","4","NYY"
"19172","4","2","WSN"
"19173","2","4","NYY"
"19174","1","4","NYY"
"19175","4","2","WSN"
"19176","4","3","WSN"
"19177","2","4","NYY"
"19178","1","4","NYY"
"19179","0","4","NYY"
"19180","4","2","WSN"
"19181","4","3","WSN"
"19182","1","4","NYY"
"19183","1","4","NYY"
"19184","2","4","NYY"
"19185","4","3","WSN"
"19186","4","2","WSN"
"19187","4","3","WSN"
"19188","4","2","WSN"
"19189","2","4","NYY"
"19190","4","0","WSN"
"19191","1","4","NYY"
"19192","2","4","NYY"
"19193","4","0","WSN"
"19194","4","0","WSN"
"19195","4","3","WSN"
"19196","4","3","WSN"
"19197","1","4","NYY"
"19198","4","2","WSN"
"19199","3","4","NYY"
"19200","4","0","WSN"
"19201","4","3","WSN"
"19202","2","4","NYY"
"19203","4","1","WSN"
"19204","3","4","NYY"
"19205","3","4","NYY"
"19206","1","4","NYY"
"19207","4","3","WSN"
"19208","4","2","WSN"
"19209","0","4","NYY"
"19210","4","3","WSN"
"19211","4","3","WSN"
"19212","4","1","WSN"
"19213","3","4","NYY"
"19214","4","3","WSN"
"19215","2","4","NYY"
"19216","2","4","NYY"
"19217","3","4","NYY"
"19218","3","4","NYY"
"19219","3","4","NYY"
"19220","4","2","WSN"
"19221","4","2","WSN"
"19222","1","4","NYY"
"19223","4","0","WSN"
"19224","4","1","WSN"
"19225","2","4","NYY"
"19226","4","2","WSN"
"19227","2","4","NYY"
"19228","4","2","WSN"
"19229","4","3","WSN"
"19230","3","4","NYY"
"19231","1","4","NYY"
"19232","4","2","WSN"
"19233","2","4","NYY"
"19234","1","4","NYY"
"19235","3","4","NYY"
"19236","4","3","WSN"
"19237","4","0","WSN"
"19238","4","1","WSN"
"19239","3","4","NYY"
"19240","4","1","WSN"
"19241","3","4","NYY"
"19242","4","2","WSN"
"19243","4","0","WSN"
"19244","4","2","WSN"
"19245","3","4","NYY"
"19246","4","3","WSN"
"19247","4","0","WSN"
"19248","3","4","NYY"
"19249","4","2","WSN"
"19250","1","4","NYY"
"19251","4","2","WSN"
"19252","0","4","NYY"
"19253","4","0","WSN"
"19254","4","0","WSN"
"19255","4","0","WSN"
"19256","4","2","WSN"
"19257","2","4","NYY"
"19258","4","0","WSN"
"19259","4","2","WSN"
"19260","4","0","WSN"
"19261","3","4","NYY"
"19262","4","2","WSN"
"19263","1","4","NYY"
"19264","3","4","NYY"
"19265","4","3","WSN"
"19266","3","4","NYY"
"19267","4","1","WSN"
"19268","4","0","WSN"
"19269","4","3","WSN"
"19270","3","4","NYY"
"19271","4","2","WSN"
"19272","2","4","NYY"
"19273","4","0","WSN"
"19274","4","0","WSN"
"19275","4","2","WSN"
"19276","4","0","WSN"
"19277","1","4","NYY"
"19278","4","1","WSN"
"19279","4","2","WSN"
"19280","1","4","NYY"
"19281","4","2","WSN"
"19282","2","4","NYY"
"19283","4","0","WSN"
"19284","4","1","WSN"
"19285","4","2","WSN"
"19286","4","1","WSN"
"19287","4","0","WSN"
"19288","4","1","WSN"
"19289","4","3","WSN"
"19290","4","2","WSN"
"19291","2","4","NYY"
"19292","4","2","WSN"
"19293","2","4","NYY"
"19294","3","4","NYY"
"19295","4","1","WSN"
"19296","4","2","WSN"
"19297","4","3","WSN"
"19298","3","4","NYY"
"19299","4","1","WSN"
"19300","4","3","WSN"
"19301","4","2","WSN"
"19302","3","4","NYY"
"19303","4","3","WSN"
"19304","4","0","WSN"
"19305","4","2","WSN"
"19306","2","4","NYY"
"19307","1","4","NYY"
"19308","3","4","NYY"
"19309","4","3","WSN"
"19310","1","4","NYY"
"19311","3","4","NYY"
"19312","4","2","WSN"
"19313","3","4","NYY"
"19314","1","4","NYY"
"19315","4","2","WSN"
"19316","3","4","NYY"
"19317","4","2","WSN"
"19318","1","4","NYY"
"19319","1","4","NYY"
"19320","2","4","NYY"
"19321","4","2","WSN"
"19322","2","4","NYY"
"19323","4","3","WSN"
"19324","1","4","NYY"
"19325","1","4","NYY"
"19326","3","4","NYY"
"19327","0","4","NYY"
"19328","4","3","WSN"
"19329","4","1","WSN"
"19330","1","4","NYY"
"19331","4","3","WSN"
"19332","4","2","WSN"
"19333","4","1","WSN"
"19334","2","4","NYY"
"19335","3","4","NYY"
"19336","4","2","WSN"
"19337","1","4","NYY"
"19338","3","4","NYY"
"19339","4","1","WSN"
"19340","4","0","WSN"
"19341","3","4","NYY"
"19342","0","4","NYY"
"19343","4","3","WSN"
"19344","0","4","NYY"
"19345","4","0","WSN"
"19346","4","2","WSN"
"19347","4","2","WSN"
"19348","4","2","WSN"
"19349","3","4","NYY"
"19350","2","4","NYY"
"19351","4","1","WSN"
"19352","4","1","WSN"
"19353","4","2","WSN"
"19354","4","2","WSN"
"19355","4","1","WSN"
"19356","1","4","NYY"
"19357","4","3","WSN"
"19358","2","4","NYY"
"19359","2","4","NYY"
"19360","4","2","WSN"
"19361","4","3","WSN"
"19362","4","3","WSN"
"19363","0","4","NYY"
"19364","2","4","NYY"
"19365","2","4","NYY"
"19366","4","2","WSN"
"19367","4","0","WSN"
"19368","1","4","NYY"
"19369","4","2","WSN"
"19370","4","2","WSN"
"19371","2","4","NYY"
"19372","4","3","WSN"
"19373","0","4","NYY"
"19374","4","3","WSN"
"19375","4","1","WSN"
"19376","4","1","WSN"
"19377","3","4","NYY"
"19378","3","4","NYY"
"19379","4","2","WSN"
"19380","4","3","WSN"
"19381","4","1","WSN"
"19382","4","3","WSN"
"19383","0","4","NYY"
"19384","3","4","NYY"
"19385","4","1","WSN"
"19386","4","3","WSN"
"19387","4","0","WSN"
"19388","4","2","WSN"
"19389","3","4","NYY"
"19390","1","4","NYY"
"19391","1","4","NYY"
"19392","1","4","NYY"
"19393","1","4","NYY"
"19394","4","3","WSN"
"19395","2","4","NYY"
"19396","3","4","NYY"
"19397","4","2","WSN"
"19398","4","1","WSN"
"19399","4","2","WSN"
"19400","4","3","WSN"
"19401","2","4","NYY"
"19402","4","2","WSN"
"19403","4","2","WSN"
"19404","4","0","WSN"
"19405","4","3","WSN"
"19406","1","4","NYY"
"19407","1","4","NYY"
"19408","4","3","WSN"
"19409","4","3","WSN"
"19410","3","4","NYY"
"19411","4","2","WSN"
"19412","0","4","NYY"
"19413","4","2","WSN"
"19414","4","2","WSN"
"19415","3","4","NYY"
"19416","2","4","NYY"
"19417","4","2","WSN"
"19418","0","4","NYY"
"19419","1","4","NYY"
"19420","4","3","WSN"
"19421","4","0","WSN"
"19422","4","3","WSN"
"19423","4","2","WSN"
"19424","4","2","WSN"
"19425","4","2","WSN"
"19426","3","4","NYY"
"19427","4","1","WSN"
"19428","4","3","WSN"
"19429","4","3","WSN"
"19430","4","1","WSN"
"19431","1","4","NYY"
"19432","4","1","WSN"
"19433","4","2","WSN"
"19434","1","4","NYY"
"19435","2","4","NYY"
"19436","4","3","WSN"
"19437","1","4","NYY"
"19438","2","4","NYY"
"19439","1","4","NYY"
"19440","3","4","NYY"
"19441","0","4","NYY"
"19442","4","2","WSN"
"19443","4","1","WSN"
"19444","4","2","WSN"
"19445","4","2","WSN"
"19446","4","2","WSN"
"19447","4","2","WSN"
"19448","4","2","WSN"
"19449","4","3","WSN"
"19450","4","2","WSN"
"19451","2","4","NYY"
"19452","4","1","WSN"
"19453","1","4","NYY"
"19454","4","3","WSN"
"19455","4","0","WSN"
"19456","1","4","NYY"
"19457","4","2","WSN"
"19458","4","2","WSN"
"19459","4","3","WSN"
"19460","4","2","WSN"
"19461","4","2","WSN"
"19462","4","3","WSN"
"19463","4","1","WSN"
"19464","1","4","NYY"
"19465","4","2","WSN"
"19466","0","4","NYY"
"19467","4","3","WSN"
"19468","0","4","NYY"
"19469","1","4","NYY"
"19470","4","3","WSN"
"19471","2","4","NYY"
"19472","4","2","WSN"
"19473","4","3","WSN"
"19474","2","4","NYY"
"19475","1","4","NYY"
"19476","4","2","WSN"
"19477","4","1","WSN"
"19478","3","4","NYY"
"19479","0","4","NYY"
"19480","1","4","NYY"
"19481","3","4","NYY"
"19482","1","4","NYY"
"19483","4","1","WSN"
"19484","4","2","WSN"
"19485","4","0","WSN"
"19486","4","3","WSN"
"19487","2","4","NYY"
"19488","4","1","WSN"
"19489","3","4","NYY"
"19490","4","2","WSN"
"19491","4","2","WSN"
"19492","1","4","NYY"
"19493","4","1","WSN"
"19494","3","4","NYY"
"19495","4","0","WSN"
"19496","3","4","NYY"
"19497","4","1","WSN"
"19498","4","2","WSN"
"19499","0","4","NYY"
"19500","4","3","WSN"
"19501","4","3","WSN"
"19502","2","4","NYY"
"19503","4","2","WSN"
"19504","4","2","WSN"
"19505","3","4","NYY"
"19506","3","4","NYY"
"19507","4","3","WSN"
"19508","3","4","NYY"
"19509","4","3","WSN"
"19510","0","4","NYY"
"19511","4","0","WSN"
"19512","4","1","WSN"
"19513","4","3","WSN"
"19514","4","3","WSN"
"19515","3","4","NYY"
"19516","4","2","WSN"
"19517","0","4","NYY"
"19518","3","4","NYY"
"19519","4","2","WSN"
"19520","1","4","NYY"
"19521","4","2","WSN"
"19522","2","4","NYY"
"19523","3","4","NYY"
"19524","4","2","WSN"
"19525","4","2","WSN"
"19526","4","3","WSN"
"19527","4","3","WSN"
"19528","4","3","WSN"
"19529","4","1","WSN"
"19530","3","4","NYY"
"19531","2","4","NYY"
"19532","4","2","WSN"
"19533","4","2","WSN"
"19534","3","4","NYY"
"19535","1","4","NYY"
"19536","0","4","NYY"
"19537","4","2","WSN"
"19538","1","4","NYY"
"19539","4","2","WSN"
"19540","4","0","WSN"
"19541","4","2","WSN"
"19542","4","3","WSN"
"19543","2","4","NYY"
"19544","4","1","WSN"
"19545","4","2","WSN"
"19546","4","2","WSN"
"19547","0","4","NYY"
"19548","3","4","NYY"
"19549","4","2","WSN"
"19550","0","4","NYY"
"19551","4","2","WSN"
"19552","4","3","WSN"
"19553","1","4","NYY"
"19554","3","4","NYY"
"19555","3","4","NYY"
"19556","4","1","WSN"
"19557","4","2","WSN"
"19558","1","4","NYY"
"19559","4","3","WSN"
"19560","1","4","NYY"
"19561","4","3","WSN"
"19562","4","2","WSN"
"19563","4","2","WSN"
"19564","2","4","NYY"
"19565","3","4","NYY"
"19566","3","4","NYY"
"19567","0","4","NYY"
"19568","2","4","NYY"
"19569","0","4","NYY"
"19570","1","4","NYY"
"19571","3","4","NYY"
"19572","4","1","WSN"
"19573","4","2","WSN"
"19574","4","2","WSN"
"19575","4","3","WSN"
"19576","4","1","WSN"
"19577","4","1","WSN"
"19578","0","4","NYY"
"19579","4","0","WSN"
"19580","4","2","WSN"
"19581","3","4","NYY"
"19582","1","4","NYY"
"19583","4","3","WSN"
"19584","4","3","WSN"
"19585","4","3","WSN"
"19586","4","1","WSN"
"19587","4","3","WSN"
"19588","4","3","WSN"
"19589","4","3","WSN"
"19590","2","4","NYY"
"19591","0","4","NYY"
"19592","4","3","WSN"
"19593","4","1","WSN"
"19594","4","2","WSN"
"19595","4","2","WSN"
"19596","4","2","WSN"
"19597","4","3","WSN"
"19598","4","2","WSN"
"19599","4","3","WSN"
"19600","2","4","NYY"
"19601","4","3","WSN"
"19602","4","2","WSN"
"19603","4","1","WSN"
"19604","3","4","NYY"
"19605","4","1","WSN"
"19606","4","2","WSN"
"19607","2","4","NYY"
"19608","4","0","WSN"
"19609","4","2","WSN"
"19610","0","4","NYY"
"19611","4","1","WSN"
"19612","4","2","WSN"
"19613","3","4","NYY"
"19614","4","0","WSN"
"19615","1","4","NYY"
"19616","2","4","NYY"
"19617","1","4","NYY"
"19618","4","2","WSN"
"19619","4","3","WSN"
"19620","0","4","NYY"
"19621","4","0","WSN"
"19622","3","4","NYY"
"19623","4","2","WSN"
"19624","1","4","NYY"
"19625","4","3","WSN"
"19626","3","4","NYY"
"19627","1","4","NYY"
"19628","4","3","WSN"
"19629","4","1","WSN"
"19630","4","2","WSN"
"19631","4","2","WSN"
"19632","4","0","WSN"
"19633","4","3","WSN"
"19634","4","2","WSN"
"19635","4","1","WSN"
"19636","4","2","WSN"
"19637","4","2","WSN"
"19638","1","4","NYY"
"19639","4","2","WSN"
"19640","0","4","NYY"
"19641","3","4","NYY"
"19642","4","0","WSN"
"19643","3","4","NYY"
"19644","4","2","WSN"
"19645","1","4","NYY"
"19646","4","2","WSN"
"19647","1","4","NYY"
"19648","4","0","WSN"
"19649","4","1","WSN"
"19650","4","3","WSN"
"19651","4","2","WSN"
"19652","4","0","WSN"
"19653","4","3","WSN"
"19654","4","2","WSN"
"19655","4","2","WSN"
"19656","4","2","WSN"
"19657","4","3","WSN"
"19658","2","4","NYY"
"19659","4","3","WSN"
"19660","0","4","NYY"
"19661","4","2","WSN"
"19662","4","3","WSN"
"19663","2","4","NYY"
"19664","4","3","WSN"
"19665","2","4","NYY"
"19666","4","2","WSN"
"19667","4","1","WSN"
"19668","3","4","NYY"
"19669","4","1","WSN"
"19670","3","4","NYY"
"19671","4","0","WSN"
"19672","2","4","NYY"
"19673","4","2","WSN"
"19674","2","4","NYY"
"19675","1","4","NYY"
"19676","4","3","WSN"
"19677","4","3","WSN"
"19678","1","4","NYY"
"19679","3","4","NYY"
"19680","4","1","WSN"
"19681","4","1","WSN"
"19682","4","1","WSN"
"19683","4","2","WSN"
"19684","4","2","WSN"
"19685","4","2","WSN"
"19686","3","4","NYY"
"19687","1","4","NYY"
"19688","0","4","NYY"
"19689","4","2","WSN"
"19690","4","0","WSN"
"19691","4","1","WSN"
"19692","2","4","NYY"
"19693","4","3","WSN"
"19694","4","0","WSN"
"19695","4","1","WSN"
"19696","2","4","NYY"
"19697","3","4","NYY"
"19698","4","1","WSN"
"19699","4","3","WSN"
"19700","2","4","NYY"
"19701","4","3","WSN"
"19702","3","4","NYY"
"19703","1","4","NYY"
"19704","4","2","WSN"
"19705","4","3","WSN"
"19706","4","2","WSN"
"19707","4","1","WSN"
"19708","1","4","NYY"
"19709","2","4","NYY"
"19710","4","2","WSN"
"19711","4","2","WSN"
"19712","4","2","WSN"
"19713","1","4","NYY"
"19714","4","2","WSN"
"19715","1","4","NYY"
"19716","1","4","NYY"
"19717","1","4","NYY"
"19718","2","4","NYY"
"19719","4","3","WSN"
"19720","4","3","WSN"
"19721","0","4","NYY"
"19722","4","3","WSN"
"19723","4","2","WSN"
"19724","2","4","NYY"
"19725","3","4","NYY"
"19726","4","2","WSN"
"19727","4","0","WSN"
"19728","4","2","WSN"
"19729","4","3","WSN"
"19730","4","3","WSN"
"19731","3","4","NYY"
"19732","3","4","NYY"
"19733","1","4","NYY"
"19734","4","2","WSN"
"19735","0","4","NYY"
"19736","4","2","WSN"
"19737","4","2","WSN"
"19738","1","4","NYY"
"19739","2","4","NYY"
"19740","4","2","WSN"
"19741","4","3","WSN"
"19742","4","2","WSN"
"19743","2","4","NYY"
"19744","4","3","WSN"
"19745","4","2","WSN"
"19746","4","3","WSN"
"19747","4","3","WSN"
"19748","3","4","NYY"
"19749","4","0","WSN"
"19750","2","4","NYY"
"19751","1","4","NYY"
"19752","4","3","WSN"
"19753","1","4","NYY"
"19754","1","4","NYY"
"19755","4","3","WSN"
"19756","4","0","WSN"
"19757","3","4","NYY"
"19758","4","0","WSN"
"19759","4","2","WSN"
"19760","4","3","WSN"
"19761","3","4","NYY"
"19762","4","0","WSN"
"19763","0","4","NYY"
"19764","4","3","WSN"
"19765","3","4","NYY"
"19766","1","4","NYY"
"19767","0","4","NYY"
"19768","4","3","WSN"
"19769","4","2","WSN"
"19770","4","3","WSN"
"19771","4","0","WSN"
"19772","3","4","NYY"
"19773","4","3","WSN"
"19774","3","4","NYY"
"19775","4","0","WSN"
"19776","3","4","NYY"
"19777","3","4","NYY"
"19778","4","1","WSN"
"19779","3","4","NYY"
"19780","4","1","WSN"
"19781","4","1","WSN"
"19782","1","4","NYY"
"19783","1","4","NYY"
"19784","1","4","NYY"
"19785","4","0","WSN"
"19786","4","3","WSN"
"19787","4","1","WSN"
"19788","3","4","NYY"
"19789","4","0","WSN"
"19790","4","0","WSN"
"19791","2","4","NYY"
"19792","4","2","WSN"
"19793","3","4","NYY"
"19794","2","4","NYY"
"19795","4","3","WSN"
"19796","4","2","WSN"
"19797","1","4","NYY"
"19798","4","1","WSN"
"19799","4","3","WSN"
"19800","4","1","WSN"
"19801","4","1","WSN"
"19802","4","2","WSN"
"19803","4","3","WSN"
"19804","4","3","WSN"
"19805","1","4","NYY"
"19806","4","3","WSN"
"19807","4","0","WSN"
"19808","3","4","NYY"
"19809","4","2","WSN"
"19810","2","4","NYY"
"19811","3","4","NYY"
"19812","4","3","WSN"
"19813","2","4","NYY"
"19814","3","4","NYY"
"19815","3","4","NYY"
"19816","4","2","WSN"
"19817","4","0","WSN"
"19818","4","3","WSN"
"19819","4","3","WSN"
"19820","4","2","WSN"
"19821","1","4","NYY"
"19822","1","4","NYY"
"19823","1","4","NYY"
"19824","2","4","NYY"
"19825","4","3","WSN"
"19826","3","4","NYY"
"19827","4","2","WSN"
"19828","4","2","WSN"
"19829","1","4","NYY"
"19830","1","4","NYY"
"19831","4","3","WSN"
"19832","4","2","WSN"
"19833","1","4","NYY"
"19834","3","4","NYY"
"19835","4","3","WSN"
"19836","2","4","NYY"
"19837","4","2","WSN"
"19838","0","4","NYY"
"19839","4","1","WSN"
"19840","4","2","WSN"
"19841","4","2","WSN"
"19842","4","0","WSN"
"19843","1","4","NYY"
"19844","4","2","WSN"
"19845","2","4","NYY"
"19846","4","2","WSN"
"19847","2","4","NYY"
"19848","4","3","WSN"
"19849","4","3","WSN"
"19850","4","3","WSN"
"19851","4","2","WSN"
"19852","1","4","NYY"
"19853","4","2","WSN"
