"","MIN","NYY","Series Winner"
"6584","3","1","MIN"
"6585","3","1","MIN"
"6586","2","3","NYY"
"6587","1","3","NYY"
"6588","3","0","MIN"
"6589","3","0","MIN"
"6590","3","1","MIN"
"6591","2","3","NYY"
"6592","3","1","MIN"
"6593","2","3","NYY"
"6594","3","1","MIN"
"6595","3","1","MIN"
"6596","3","1","MIN"
"6597","0","3","NYY"
"6598","1","3","NYY"
"6599","0","3","NYY"
"6600","3","1","MIN"
"6601","3","1","MIN"
"6602","3","1","MIN"
"6603","3","1","MIN"
"6604","2","3","NYY"
"6605","0","3","NYY"
"6606","3","0","MIN"
"6607","2","3","NYY"
"6608","3","1","MIN"
"6609","3","0","MIN"
"6610","3","2","MIN"
"6611","2","3","NYY"
"6612","3","1","MIN"
"6613","2","3","NYY"
"6614","3","2","MIN"
"6615","0","3","NYY"
"6616","2","3","NYY"
"6617","1","3","NYY"
"6618","3","1","MIN"
"6619","0","3","NYY"
"6620","3","1","MIN"
"6621","3","1","MIN"
"6622","3","0","MIN"
"6623","0","3","NYY"
"6624","3","1","MIN"
"6625","3","2","MIN"
"6626","3","1","MIN"
"6627","2","3","NYY"
"6628","3","1","MIN"
"6629","3","1","MIN"
"6630","3","0","MIN"
"6631","3","2","MIN"
"6632","3","0","MIN"
"6633","0","3","NYY"
"6634","2","3","NYY"
"6635","3","1","MIN"
"6636","0","3","NYY"
"6637","1","3","NYY"
"6638","2","3","NYY"
"6639","3","2","MIN"
"6640","3","0","MIN"
"6641","3","1","MIN"
"6642","3","2","MIN"
"6643","3","0","MIN"
"6644","3","2","MIN"
"6645","1","3","NYY"
"6646","0","3","NYY"
"6647","3","1","MIN"
"6648","3","0","MIN"
"6649","3","0","MIN"
"6650","1","3","NYY"
"6651","3","0","MIN"
"6652","2","3","NYY"
"6653","3","1","MIN"
"6654","1","3","NYY"
"6655","3","0","MIN"
"6656","3","0","MIN"
"6657","3","1","MIN"
"6658","3","1","MIN"
"6659","3","1","MIN"
"6660","3","1","MIN"
"6661","3","0","MIN"
"6662","3","2","MIN"
"6663","0","3","NYY"
"6664","3","1","MIN"
"6665","0","3","NYY"
"6666","1","3","NYY"
"6667","2","3","NYY"
"6668","3","1","MIN"
"6669","3","0","MIN"
"6670","3","1","MIN"
"6671","2","3","NYY"
"6672","3","0","MIN"
"6673","3","2","MIN"
"6674","3","1","MIN"
"6675","3","2","MIN"
"6676","2","3","NYY"
"6677","0","3","NYY"
"6678","2","3","NYY"
"6679","3","1","MIN"
"6680","0","3","NYY"
"6681","1","3","NYY"
"6682","0","3","NYY"
"6683","3","0","MIN"
"6684","2","3","NYY"
"6685","1","3","NYY"
"6686","1","3","NYY"
"6687","2","3","NYY"
"6688","1","3","NYY"
"6689","3","1","MIN"
"6690","2","3","NYY"
"6691","1","3","NYY"
"6692","2","3","NYY"
"6693","2","3","NYY"
"6694","1","3","NYY"
"6695","3","0","MIN"
"6696","1","3","NYY"
"6697","2","3","NYY"
"6698","2","3","NYY"
"6699","3","1","MIN"
"6700","1","3","NYY"
"6701","3","2","MIN"
"6702","1","3","NYY"
"6703","3","1","MIN"
"6704","2","3","NYY"
"6705","1","3","NYY"
"6706","3","1","MIN"
"6707","3","1","MIN"
"6708","3","1","MIN"
"6709","3","2","MIN"
"6710","1","3","NYY"
"6711","1","3","NYY"
"6712","3","2","MIN"
"6713","0","3","NYY"
"6714","0","3","NYY"
"6715","3","2","MIN"
"6716","3","1","MIN"
"6717","1","3","NYY"
"6718","2","3","NYY"
"6719","3","1","MIN"
"6720","3","1","MIN"
"6721","1","3","NYY"
"6722","3","1","MIN"
"6723","3","2","MIN"
"6724","0","3","NYY"
"6725","3","2","MIN"
"6726","3","2","MIN"
"6727","1","3","NYY"
"6728","2","3","NYY"
"6729","2","3","NYY"
"6730","3","2","MIN"
"6731","3","2","MIN"
"6732","3","1","MIN"
"6733","2","3","NYY"
"6734","3","1","MIN"
"6735","3","0","MIN"
"6736","1","3","NYY"
"6737","3","0","MIN"
"6738","3","2","MIN"
"6739","3","2","MIN"
"6740","1","3","NYY"
"6741","2","3","NYY"
"6742","1","3","NYY"
"6743","3","1","MIN"
"6744","3","1","MIN"
"6745","3","0","MIN"
"6746","3","1","MIN"
"6747","3","2","MIN"
"6748","2","3","NYY"
"6749","1","3","NYY"
"6750","3","0","MIN"
"6751","3","1","MIN"
"6752","3","0","MIN"
"6753","1","3","NYY"
"6754","2","3","NYY"
"6755","3","1","MIN"
"6756","3","2","MIN"
"6757","3","2","MIN"
"6758","3","1","MIN"
"6759","0","3","NYY"
"6760","1","3","NYY"
"6761","3","0","MIN"
"6762","2","3","NYY"
"6763","2","3","NYY"
"6764","2","3","NYY"
"6765","2","3","NYY"
"6766","3","1","MIN"
"6767","3","0","MIN"
"6768","3","1","MIN"
"6769","1","3","NYY"
"6770","3","0","MIN"
"6771","3","0","MIN"
"6772","3","1","MIN"
"6773","2","3","NYY"
"6774","3","0","MIN"
"6775","2","3","NYY"
"6776","1","3","NYY"
"6777","2","3","NYY"
"6778","3","2","MIN"
"6779","1","3","NYY"
"6780","3","2","MIN"
"6781","3","0","MIN"
"6782","3","0","MIN"
"6783","2","3","NYY"
"6784","3","0","MIN"
"6785","1","3","NYY"
"6786","3","1","MIN"
"6787","3","1","MIN"
"6788","3","1","MIN"
"6789","3","2","MIN"
"6790","0","3","NYY"
"6791","3","0","MIN"
"6792","3","2","MIN"
"6793","0","3","NYY"
"6794","3","0","MIN"
"6795","3","0","MIN"
"6796","3","1","MIN"
"6797","2","3","NYY"
"6798","3","1","MIN"
"6799","2","3","NYY"
"6800","3","2","MIN"
"6801","0","3","NYY"
"6802","0","3","NYY"
"6803","1","3","NYY"
"6804","3","2","MIN"
"6805","3","0","MIN"
"6806","0","3","NYY"
"6807","1","3","NYY"
"6808","1","3","NYY"
"6809","3","1","MIN"
"6810","1","3","NYY"
"6811","3","2","MIN"
"6812","2","3","NYY"
"6813","3","0","MIN"
"6814","2","3","NYY"
"6815","1","3","NYY"
"6816","3","1","MIN"
"6817","3","2","MIN"
"6818","1","3","NYY"
"6819","1","3","NYY"
"6820","1","3","NYY"
"6821","3","0","MIN"
"6822","3","0","MIN"
"6823","3","2","MIN"
"6824","2","3","NYY"
"6825","2","3","NYY"
"6826","1","3","NYY"
"6827","0","3","NYY"
"6828","1","3","NYY"
"6829","2","3","NYY"
"6830","3","2","MIN"
"6831","1","3","NYY"
"6832","3","2","MIN"
"6833","3","1","MIN"
"6834","1","3","NYY"
"6835","3","0","MIN"
"6836","3","1","MIN"
"6837","3","1","MIN"
"6838","0","3","NYY"
"6839","3","1","MIN"
"6840","3","1","MIN"
"6841","3","2","MIN"
"6842","3","1","MIN"
"6843","1","3","NYY"
"6844","1","3","NYY"
"6845","2","3","NYY"
"6846","3","2","MIN"
"6847","3","1","MIN"
"6848","0","3","NYY"
"6849","2","3","NYY"
"6850","3","2","MIN"
"6851","3","1","MIN"
"6852","3","1","MIN"
"6853","3","2","MIN"
"6854","3","2","MIN"
"6855","1","3","NYY"
"6856","3","0","MIN"
"6857","0","3","NYY"
"6858","2","3","NYY"
"6859","3","1","MIN"
"6860","3","0","MIN"
"6861","1","3","NYY"
"6862","3","2","MIN"
"6863","3","0","MIN"
"6864","3","2","MIN"
"6865","1","3","NYY"
"6866","0","3","NYY"
"6867","0","3","NYY"
"6868","3","1","MIN"
"6869","1","3","NYY"
"6870","3","0","MIN"
"6871","1","3","NYY"
"6872","0","3","NYY"
"6873","3","2","MIN"
"6874","0","3","NYY"
"6875","3","2","MIN"
"6876","3","1","MIN"
"6877","3","2","MIN"
"6878","2","3","NYY"
"6879","2","3","NYY"
"6880","3","0","MIN"
"6881","3","1","MIN"
"6882","0","3","NYY"
"6883","3","0","MIN"
"6884","3","0","MIN"
"6885","3","1","MIN"
"6886","2","3","NYY"
"6887","0","3","NYY"
"6888","2","3","NYY"
"6889","0","3","NYY"
"6890","2","3","NYY"
"6891","2","3","NYY"
"6892","3","0","MIN"
"6893","3","2","MIN"
"6894","3","0","MIN"
"6895","0","3","NYY"
"6896","3","1","MIN"
"6897","2","3","NYY"
"6898","2","3","NYY"
"6899","3","1","MIN"
"6900","2","3","NYY"
"6901","3","1","MIN"
"6902","0","3","NYY"
"6903","1","3","NYY"
"6904","2","3","NYY"
"6905","2","3","NYY"
"6906","3","0","MIN"
"6907","3","1","MIN"
"6908","2","3","NYY"
"6909","2","3","NYY"
"6910","3","0","MIN"
"6911","3","1","MIN"
"6912","3","2","MIN"
"6913","1","3","NYY"
"6914","1","3","NYY"
"6915","3","1","MIN"
"6916","1","3","NYY"
"6917","3","1","MIN"
"6918","3","1","MIN"
"6919","2","3","NYY"
"6920","3","1","MIN"
"6921","1","3","NYY"
"6922","3","2","MIN"
"6923","2","3","NYY"
"6924","3","0","MIN"
"6925","3","1","MIN"
"6926","3","1","MIN"
"6927","3","2","MIN"
"6928","3","2","MIN"
"6929","1","3","NYY"
"6930","3","2","MIN"
"6931","3","1","MIN"
"6932","3","1","MIN"
"6933","2","3","NYY"
"6934","3","1","MIN"
"6935","3","1","MIN"
"6936","2","3","NYY"
"6937","1","3","NYY"
"6938","2","3","NYY"
"6939","3","0","MIN"
"6940","2","3","NYY"
"6941","3","0","MIN"
"6942","2","3","NYY"
"6943","2","3","NYY"
"6944","3","1","MIN"
"6945","0","3","NYY"
"6946","2","3","NYY"
"6947","0","3","NYY"
"6948","3","1","MIN"
"6949","3","1","MIN"
"6950","3","0","MIN"
"6951","3","2","MIN"
"6952","1","3","NYY"
"6953","1","3","NYY"
"6954","1","3","NYY"
"6955","0","3","NYY"
"6956","1","3","NYY"
"6957","3","2","MIN"
"6958","3","0","MIN"
"6959","2","3","NYY"
"6960","3","1","MIN"
"6961","3","2","MIN"
"6962","1","3","NYY"
"6963","3","1","MIN"
"6964","3","0","MIN"
"6965","3","1","MIN"
"6966","1","3","NYY"
"6967","3","2","MIN"
"6968","2","3","NYY"
"6969","3","0","MIN"
"6970","3","0","MIN"
"6971","3","1","MIN"
"6972","0","3","NYY"
"6973","2","3","NYY"
"6974","3","2","MIN"
"6975","3","2","MIN"
"6976","1","3","NYY"
"6977","0","3","NYY"
"6978","3","2","MIN"
"6979","3","1","MIN"
"6980","1","3","NYY"
"6981","1","3","NYY"
"6982","1","3","NYY"
"6983","1","3","NYY"
"6984","3","0","MIN"
"6985","2","3","NYY"
"6986","1","3","NYY"
"6987","3","2","MIN"
"6988","0","3","NYY"
"6989","0","3","NYY"
"6990","0","3","NYY"
"6991","3","2","MIN"
"6992","3","2","MIN"
"6993","3","1","MIN"
"6994","3","1","MIN"
"6995","3","1","MIN"
"6996","3","2","MIN"
"6997","3","2","MIN"
"6998","3","2","MIN"
"6999","3","1","MIN"
"7000","1","3","NYY"
"7001","3","2","MIN"
"7002","3","1","MIN"
"7003","1","3","NYY"
"7004","3","1","MIN"
"7005","3","1","MIN"
"7006","2","3","NYY"
"7007","2","3","NYY"
"7008","1","3","NYY"
"7009","3","0","MIN"
"7010","3","2","MIN"
"7011","2","3","NYY"
"7012","0","3","NYY"
"7013","2","3","NYY"
"7014","3","1","MIN"
"7015","3","0","MIN"
"7016","3","1","MIN"
"7017","1","3","NYY"
"7018","1","3","NYY"
"7019","2","3","NYY"
"7020","2","3","NYY"
"7021","2","3","NYY"
"7022","2","3","NYY"
"7023","3","0","MIN"
"7024","3","1","MIN"
"7025","1","3","NYY"
"7026","3","1","MIN"
"7027","3","0","MIN"
"7028","3","2","MIN"
"7029","3","1","MIN"
"7030","3","1","MIN"
"7031","2","3","NYY"
"7032","3","2","MIN"
"7033","3","2","MIN"
"7034","3","0","MIN"
"7035","3","1","MIN"
"7036","2","3","NYY"
"7037","0","3","NYY"
"7038","1","3","NYY"
"7039","0","3","NYY"
"7040","3","1","MIN"
"7041","3","1","MIN"
"7042","3","2","MIN"
"7043","1","3","NYY"
"7044","3","2","MIN"
"7045","3","1","MIN"
"7046","3","2","MIN"
"7047","0","3","NYY"
"7048","2","3","NYY"
"7049","0","3","NYY"
"7050","3","0","MIN"
"7051","3","0","MIN"
"7052","2","3","NYY"
"7053","3","2","MIN"
"7054","1","3","NYY"
"7055","3","1","MIN"
"7056","2","3","NYY"
"7057","3","2","MIN"
"7058","3","1","MIN"
"7059","3","0","MIN"
"7060","3","0","MIN"
"7061","2","3","NYY"
"7062","3","2","MIN"
"7063","3","2","MIN"
"7064","3","2","MIN"
"7065","3","2","MIN"
"7066","2","3","NYY"
"7067","3","1","MIN"
"7068","1","3","NYY"
"7069","2","3","NYY"
"7070","3","1","MIN"
"7071","3","0","MIN"
"7072","0","3","NYY"
"7073","3","2","MIN"
"7074","1","3","NYY"
"7075","0","3","NYY"
"7076","2","3","NYY"
"7077","1","3","NYY"
"7078","3","0","MIN"
"7079","2","3","NYY"
"7080","3","2","MIN"
"7081","3","1","MIN"
"7082","2","3","NYY"
"7083","3","1","MIN"
"7084","3","0","MIN"
"7085","3","0","MIN"
"7086","2","3","NYY"
"7087","2","3","NYY"
"7088","3","1","MIN"
"7089","3","1","MIN"
"7090","0","3","NYY"
"7091","0","3","NYY"
"7092","3","1","MIN"
"7093","0","3","NYY"
"7094","2","3","NYY"
"7095","3","0","MIN"
"7096","3","2","MIN"
"7097","3","2","MIN"
"7098","1","3","NYY"
"7099","3","0","MIN"
"7100","0","3","NYY"
"7101","3","2","MIN"
"7102","0","3","NYY"
"7103","3","2","MIN"
"7104","3","1","MIN"
"7105","0","3","NYY"
"7106","1","3","NYY"
"7107","1","3","NYY"
"7108","1","3","NYY"
"7109","2","3","NYY"
"7110","2","3","NYY"
"7111","1","3","NYY"
"7112","0","3","NYY"
"7113","3","1","MIN"
"7114","3","2","MIN"
"7115","3","1","MIN"
"7116","3","1","MIN"
"7117","0","3","NYY"
"7118","3","0","MIN"
"7119","3","0","MIN"
"7120","3","0","MIN"
"7121","3","1","MIN"
"7122","3","1","MIN"
"7123","3","0","MIN"
"7124","3","0","MIN"
"7125","3","0","MIN"
"7126","3","2","MIN"
"7127","3","1","MIN"
"7128","3","1","MIN"
"7129","3","1","MIN"
"7130","3","1","MIN"
"7131","3","0","MIN"
"7132","3","1","MIN"
"7133","2","3","NYY"
"7134","3","0","MIN"
"7135","0","3","NYY"
"7136","3","0","MIN"
"7137","1","3","NYY"
"7138","0","3","NYY"
"7139","3","2","MIN"
"7140","3","0","MIN"
"7141","3","0","MIN"
"7142","3","1","MIN"
"7143","3","0","MIN"
"7144","0","3","NYY"
"7145","3","0","MIN"
"7146","3","2","MIN"
"7147","0","3","NYY"
"7148","2","3","NYY"
"7149","3","2","MIN"
"7150","0","3","NYY"
"7151","3","0","MIN"
"7152","2","3","NYY"
"7153","1","3","NYY"
"7154","0","3","NYY"
"7155","1","3","NYY"
"7156","3","2","MIN"
"7157","1","3","NYY"
"7158","3","2","MIN"
"7159","1","3","NYY"
"7160","2","3","NYY"
"7161","2","3","NYY"
"7162","0","3","NYY"
"7163","3","0","MIN"
"7164","3","1","MIN"
"7165","2","3","NYY"
"7166","3","1","MIN"
"7167","2","3","NYY"
"7168","3","1","MIN"
"7169","2","3","NYY"
"7170","2","3","NYY"
"7171","2","3","NYY"
"7172","3","2","MIN"
"7173","0","3","NYY"
"7174","3","1","MIN"
"7175","1","3","NYY"
"7176","2","3","NYY"
"7177","0","3","NYY"
"7178","2","3","NYY"
"7179","3","2","MIN"
"7180","3","1","MIN"
"7181","0","3","NYY"
"7182","3","2","MIN"
"7183","3","2","MIN"
"7184","3","1","MIN"
"7185","3","0","MIN"
"7186","3","0","MIN"
"7187","3","1","MIN"
"7188","2","3","NYY"
"7189","2","3","NYY"
"7190","1","3","NYY"
"7191","3","1","MIN"
"7192","3","1","MIN"
"7193","3","0","MIN"
"7194","2","3","NYY"
"7195","3","1","MIN"
"7196","3","2","MIN"
"7197","3","2","MIN"
"7198","2","3","NYY"
"7199","3","1","MIN"
"7200","3","1","MIN"
"7201","0","3","NYY"
"7202","1","3","NYY"
"7203","1","3","NYY"
"7204","3","2","MIN"
"7205","3","1","MIN"
"7206","3","0","MIN"
"7207","3","2","MIN"
"7208","3","1","MIN"
"7209","1","3","NYY"
"7210","0","3","NYY"
"7211","3","2","MIN"
"7212","0","3","NYY"
"7213","3","2","MIN"
"7214","3","2","MIN"
"7215","3","2","MIN"
"7216","2","3","NYY"
"7217","1","3","NYY"
"7218","3","1","MIN"
"7219","2","3","NYY"
"7220","3","0","MIN"
"7221","3","1","MIN"
"7222","2","3","NYY"
"7223","3","2","MIN"
"7224","1","3","NYY"
"7225","3","1","MIN"
"7226","3","0","MIN"
"7227","2","3","NYY"
"7228","0","3","NYY"
"7229","1","3","NYY"
"7230","2","3","NYY"
"7231","3","1","MIN"
"7232","3","0","MIN"
"7233","3","1","MIN"
"7234","3","2","MIN"
"7235","1","3","NYY"
"7236","3","2","MIN"
"7237","3","0","MIN"
"7238","3","2","MIN"
"7239","3","1","MIN"
"7240","3","1","MIN"
"7241","3","2","MIN"
"7242","0","3","NYY"
"7243","0","3","NYY"
"7244","3","2","MIN"
"7245","3","1","MIN"
"7246","2","3","NYY"
"7247","3","2","MIN"
"7248","0","3","NYY"
"7249","3","1","MIN"
"7250","3","2","MIN"
"7251","3","1","MIN"
"7252","3","0","MIN"
"7253","3","1","MIN"
"7254","3","1","MIN"
"7255","3","1","MIN"
"7256","2","3","NYY"
"7257","3","1","MIN"
"7258","2","3","NYY"
"7259","3","1","MIN"
"7260","2","3","NYY"
"7261","3","0","MIN"
"7262","1","3","NYY"
"7263","3","2","MIN"
"7264","3","2","MIN"
"7265","3","1","MIN"
"7266","3","2","MIN"
"7267","3","2","MIN"
"7268","1","3","NYY"
"7269","3","2","MIN"
"7270","3","2","MIN"
"7271","2","3","NYY"
"7272","3","1","MIN"
"7273","2","3","NYY"
"7274","3","0","MIN"
"7275","3","0","MIN"
"7276","3","0","MIN"
"7277","1","3","NYY"
"7278","3","1","MIN"
"7279","3","1","MIN"
"7280","0","3","NYY"
"7281","3","1","MIN"
"7282","3","0","MIN"
"7283","2","3","NYY"
"7284","3","2","MIN"
"7285","3","1","MIN"
"7286","2","3","NYY"
"7287","3","2","MIN"
"7288","3","1","MIN"
"7289","2","3","NYY"
"7290","3","1","MIN"
"7291","3","0","MIN"
"7292","3","2","MIN"
"7293","0","3","NYY"
"7294","2","3","NYY"
"7295","3","2","MIN"
"7296","3","1","MIN"
"7297","1","3","NYY"
"7298","2","3","NYY"
"7299","1","3","NYY"
"7300","3","2","MIN"
"7301","3","0","MIN"
"7302","3","2","MIN"
"7303","3","2","MIN"
"7304","3","2","MIN"
"7305","3","2","MIN"
"7306","0","3","NYY"
"7307","1","3","NYY"
"7308","0","3","NYY"
"7309","3","1","MIN"
"7310","2","3","NYY"
"7311","3","0","MIN"
"7312","3","0","MIN"
"7313","0","3","NYY"
"7314","3","1","MIN"
"7315","2","3","NYY"
"7316","0","3","NYY"
"7317","2","3","NYY"
"7318","3","2","MIN"
"7319","3","0","MIN"
"7320","3","2","MIN"
"7321","3","2","MIN"
"7322","3","1","MIN"
"7323","2","3","NYY"
"7324","1","3","NYY"
"7325","1","3","NYY"
"7326","3","2","MIN"
"7327","2","3","NYY"
"7328","2","3","NYY"
"7329","3","2","MIN"
"7330","1","3","NYY"
"7331","2","3","NYY"
"7332","3","1","MIN"
"7333","1","3","NYY"
"7334","2","3","NYY"
"7335","0","3","NYY"
"7336","3","2","MIN"
"7337","0","3","NYY"
"7338","3","1","MIN"
"7339","1","3","NYY"
"7340","0","3","NYY"
"7341","2","3","NYY"
"7342","3","2","MIN"
"7343","1","3","NYY"
"7344","1","3","NYY"
"7345","3","1","MIN"
"7346","1","3","NYY"
"7347","0","3","NYY"
"7348","3","1","MIN"
"7349","3","0","MIN"
"7350","3","0","MIN"
"7351","3","0","MIN"
"7352","2","3","NYY"
"7353","3","1","MIN"
"7354","1","3","NYY"
"7355","2","3","NYY"
"7356","3","1","MIN"
"7357","3","1","MIN"
"7358","0","3","NYY"
"7359","3","0","MIN"
"7360","1","3","NYY"
"7361","3","2","MIN"
"7362","2","3","NYY"
"7363","1","3","NYY"
"7364","3","2","MIN"
"7365","1","3","NYY"
"7366","3","1","MIN"
"7367","0","3","NYY"
"7368","2","3","NYY"
"7369","1","3","NYY"
"7370","1","3","NYY"
"7371","1","3","NYY"
"7372","0","3","NYY"
"7373","3","0","MIN"
"7374","3","0","MIN"
"7375","1","3","NYY"
"7376","3","2","MIN"
"7377","3","1","MIN"
"7378","2","3","NYY"
"7379","2","3","NYY"
"7380","3","1","MIN"
"7381","3","2","MIN"
"7382","1","3","NYY"
"7383","3","2","MIN"
"7384","3","2","MIN"
"7385","3","0","MIN"
"7386","3","0","MIN"
"7387","1","3","NYY"
"7388","3","1","MIN"
"7389","3","2","MIN"
"7390","0","3","NYY"
"7391","0","3","NYY"
"7392","0","3","NYY"
"7393","3","1","MIN"
"7394","2","3","NYY"
"7395","3","1","MIN"
"7396","2","3","NYY"
"7397","3","1","MIN"
"7398","1","3","NYY"
"7399","3","2","MIN"
"7400","3","2","MIN"
"7401","2","3","NYY"
"7402","2","3","NYY"
"7403","3","2","MIN"
"7404","3","1","MIN"
"7405","3","2","MIN"
"7406","0","3","NYY"
"7407","0","3","NYY"
"7408","0","3","NYY"
"7409","3","1","MIN"
"7410","3","0","MIN"
"7411","3","1","MIN"
"7412","3","1","MIN"
"7413","3","1","MIN"
"7414","2","3","NYY"
"7415","3","2","MIN"
"7416","3","1","MIN"
"7417","2","3","NYY"
"7418","2","3","NYY"
"7419","3","0","MIN"
"7420","3","2","MIN"
"7421","1","3","NYY"
"7422","2","3","NYY"
"7423","3","0","MIN"
"7424","1","3","NYY"
"7425","2","3","NYY"
"7426","3","2","MIN"
"7427","3","0","MIN"
"7428","3","1","MIN"
"7429","1","3","NYY"
"7430","3","0","MIN"
"7431","3","2","MIN"
"7432","2","3","NYY"
"7433","3","2","MIN"
"7434","3","0","MIN"
"7435","3","0","MIN"
"7436","3","1","MIN"
"7437","2","3","NYY"
"7438","3","1","MIN"
"7439","3","2","MIN"
"7440","1","3","NYY"
"7441","2","3","NYY"
"7442","3","1","MIN"
"7443","1","3","NYY"
"7444","2","3","NYY"
"7445","1","3","NYY"
"7446","3","1","MIN"
"7447","1","3","NYY"
"7448","1","3","NYY"
"7449","3","1","MIN"
"7450","3","1","MIN"
"7451","3","2","MIN"
"7452","1","3","NYY"
"7453","3","1","MIN"
"7454","3","0","MIN"
"7455","3","2","MIN"
"7456","3","2","MIN"
"7457","0","3","NYY"
"7458","3","1","MIN"
"7459","1","3","NYY"
"7460","2","3","NYY"
"7461","3","2","MIN"
"7462","3","2","MIN"
"7463","3","0","MIN"
"7464","2","3","NYY"
"7465","3","0","MIN"
"7466","3","2","MIN"
"7467","3","1","MIN"
"7468","2","3","NYY"
"7469","3","1","MIN"
"7470","2","3","NYY"
"7471","3","2","MIN"
"7472","3","1","MIN"
"7473","3","1","MIN"
"7474","2","3","NYY"
"7475","2","3","NYY"
"7476","2","3","NYY"
"7477","3","0","MIN"
"7478","3","0","MIN"
"7479","3","0","MIN"
"7480","3","0","MIN"
"7481","3","2","MIN"
"7482","3","0","MIN"
"7483","3","1","MIN"
"7484","2","3","NYY"
"7485","3","1","MIN"
"7486","3","2","MIN"
"7487","3","1","MIN"
"7488","3","1","MIN"
"7489","3","1","MIN"
"7490","1","3","NYY"
"7491","3","0","MIN"
"7492","3","1","MIN"
"7493","1","3","NYY"
"7494","2","3","NYY"
"7495","3","1","MIN"
"7496","2","3","NYY"
"7497","3","0","MIN"
"7498","2","3","NYY"
"7499","3","0","MIN"
"7500","1","3","NYY"
"7501","3","0","MIN"
"7502","3","0","MIN"
"7503","2","3","NYY"
"7504","3","0","MIN"
"7505","3","2","MIN"
"7506","0","3","NYY"
"7507","0","3","NYY"
"7508","1","3","NYY"
"7509","3","2","MIN"
"7510","3","1","MIN"
"7511","3","0","MIN"
"7512","3","2","MIN"
"7513","1","3","NYY"
"7514","3","1","MIN"
"7515","3","2","MIN"
"7516","3","2","MIN"
"7517","2","3","NYY"
"7518","3","1","MIN"
"7519","3","1","MIN"
"7520","3","0","MIN"
"7521","1","3","NYY"
"7522","3","0","MIN"
"7523","3","1","MIN"
"7524","3","1","MIN"
"7525","3","1","MIN"
"7526","3","0","MIN"
"7527","1","3","NYY"
"7528","1","3","NYY"
"7529","3","1","MIN"
"7530","2","3","NYY"
"7531","2","3","NYY"
"7532","3","2","MIN"
"7533","2","3","NYY"
"7534","3","0","MIN"
"7535","3","1","MIN"
"7536","2","3","NYY"
"7537","3","1","MIN"
"7538","1","3","NYY"
"7539","3","2","MIN"
"7540","0","3","NYY"
"7541","3","2","MIN"
"7542","2","3","NYY"
"7543","2","3","NYY"
"7544","0","3","NYY"
"7545","2","3","NYY"
"7546","3","1","MIN"
"7547","0","3","NYY"
"7548","3","1","MIN"
"7549","1","3","NYY"
"7550","3","1","MIN"
"7551","3","2","MIN"
"7552","3","2","MIN"
"7553","3","1","MIN"
"7554","3","2","MIN"
"7555","3","2","MIN"
"7556","3","1","MIN"
"7557","2","3","NYY"
"7558","1","3","NYY"
"7559","1","3","NYY"
"7560","3","1","MIN"
"7561","2","3","NYY"
"7562","3","1","MIN"
"7563","3","1","MIN"
"7564","1","3","NYY"
"7565","3","0","MIN"
"7566","3","2","MIN"
"7567","3","0","MIN"
"7568","3","1","MIN"
"7569","2","3","NYY"
"7570","3","2","MIN"
"7571","3","2","MIN"
"7572","1","3","NYY"
"7573","2","3","NYY"
"7574","1","3","NYY"
"7575","1","3","NYY"
"7576","3","2","MIN"
"7577","1","3","NYY"
"7578","0","3","NYY"
"7579","1","3","NYY"
"7580","2","3","NYY"
"7581","2","3","NYY"
"7582","2","3","NYY"
"7583","3","1","MIN"
"7584","0","3","NYY"
"7585","3","0","MIN"
"7586","3","1","MIN"
"7587","3","2","MIN"
"7588","3","2","MIN"
"7589","3","2","MIN"
"7590","3","0","MIN"
"7591","3","1","MIN"
"7592","3","2","MIN"
"7593","3","1","MIN"
"7594","1","3","NYY"
"7595","3","1","MIN"
"7596","1","3","NYY"
"7597","2","3","NYY"
"7598","1","3","NYY"
"7599","1","3","NYY"
"7600","3","1","MIN"
"7601","2","3","NYY"
"7602","1","3","NYY"
"7603","0","3","NYY"
"7604","3","1","MIN"
"7605","2","3","NYY"
"7606","3","0","MIN"
"7607","3","0","MIN"
"7608","1","3","NYY"
"7609","3","0","MIN"
"7610","2","3","NYY"
"7611","1","3","NYY"
"7612","2","3","NYY"
"7613","1","3","NYY"
"7614","2","3","NYY"
"7615","2","3","NYY"
"7616","3","1","MIN"
"7617","2","3","NYY"
"7618","1","3","NYY"
"7619","3","2","MIN"
"7620","3","2","MIN"
"7621","3","2","MIN"
"7622","2","3","NYY"
"7623","2","3","NYY"
"7624","1","3","NYY"
"7625","1","3","NYY"
"7626","2","3","NYY"
"7627","3","1","MIN"
"7628","2","3","NYY"
"7629","3","2","MIN"
"7630","3","2","MIN"
"7631","3","0","MIN"
"7632","0","3","NYY"
"7633","1","3","NYY"
"7634","2","3","NYY"
"7635","1","3","NYY"
"7636","1","3","NYY"
"7637","3","0","MIN"
"7638","3","1","MIN"
"7639","0","3","NYY"
"7640","3","1","MIN"
"7641","3","0","MIN"
"7642","2","3","NYY"
"7643","3","1","MIN"
"7644","3","0","MIN"
"7645","3","2","MIN"
"7646","3","1","MIN"
"7647","3","2","MIN"
"7648","1","3","NYY"
"7649","3","2","MIN"
"7650","3","1","MIN"
"7651","2","3","NYY"
