"","LAD","HOU","Champion"
"5602","4","3","LAD"
"5603","4","1","LAD"
"5604","4","1","LAD"
"5605","3","4","HOU"
"5606","2","4","HOU"
"5607","4","1","LAD"
"5608","3","4","HOU"
"5609","3","4","HOU"
"5610","4","1","LAD"
"5611","4","0","LAD"
"5612","4","2","LAD"
"5613","3","4","HOU"
"5614","4","1","LAD"
"5615","2","4","HOU"
"5616","3","4","HOU"
"5617","4","2","LAD"
"5618","4","1","LAD"
"5619","4","1","LAD"
"5620","3","4","HOU"
"5621","4","1","LAD"
"5622","3","4","HOU"
"5623","4","3","LAD"
"5624","4","1","LAD"
"5625","2","4","HOU"
"5626","2","4","HOU"
"5627","4","3","LAD"
"5628","4","2","LAD"
"5629","4","2","LAD"
"5630","2","4","HOU"
"5631","1","4","HOU"
"5632","2","4","HOU"
"5633","4","2","LAD"
"5634","2","4","HOU"
"5635","2","4","HOU"
"5636","0","4","HOU"
"5637","4","1","LAD"
"5638","3","4","HOU"
"5639","3","4","HOU"
"5640","4","3","LAD"
"5641","4","2","LAD"
"5642","4","2","LAD"
"5643","3","4","HOU"
"5644","4","1","LAD"
"5645","4","0","LAD"
"5646","2","4","HOU"
"5647","2","4","HOU"
"5648","2","4","HOU"
"5649","4","2","LAD"
"5650","3","4","HOU"
"5651","3","4","HOU"
"5652","4","1","LAD"
"5653","3","4","HOU"
"5654","4","2","LAD"
"5655","3","4","HOU"
"5656","1","4","HOU"
"5657","4","1","LAD"
"5658","2","4","HOU"
"5659","4","1","LAD"
"5660","3","4","HOU"
"5661","4","3","LAD"
"5662","1","4","HOU"
"5663","4","3","LAD"
"5664","4","2","LAD"
"5665","4","1","LAD"
"5666","4","2","LAD"
"5667","3","4","HOU"
"5668","4","1","LAD"
"5669","4","1","LAD"
"5670","4","1","LAD"
"5671","0","4","HOU"
"5672","4","1","LAD"
"5673","4","1","LAD"
"5674","4","2","LAD"
"5675","3","4","HOU"
"5676","4","2","LAD"
"5677","0","4","HOU"
"5678","4","1","LAD"
"5679","4","0","LAD"
"5680","2","4","HOU"
"5681","4","3","LAD"
"5682","4","1","LAD"
"5683","1","4","HOU"
"5684","3","4","HOU"
"5685","4","2","LAD"
"5686","1","4","HOU"
"5687","2","4","HOU"
"5688","4","1","LAD"
"5689","4","2","LAD"
"5690","3","4","HOU"
"5691","4","2","LAD"
"5692","0","4","HOU"
"5693","0","4","HOU"
"5694","4","0","LAD"
"5695","4","3","LAD"
"5696","4","2","LAD"
"5697","2","4","HOU"
"5698","4","3","LAD"
"5699","4","2","LAD"
"5700","0","4","HOU"
"5701","4","1","LAD"
"5702","4","1","LAD"
"5703","4","2","LAD"
"5704","2","4","HOU"
"5705","4","3","LAD"
"5706","4","2","LAD"
"5707","4","2","LAD"
"5708","2","4","HOU"
"5709","4","3","LAD"
"5710","4","3","LAD"
"5711","2","4","HOU"
"5712","3","4","HOU"
"5713","3","4","HOU"
"5714","4","2","LAD"
"5715","3","4","HOU"
"5716","3","4","HOU"
"5717","2","4","HOU"
"5718","4","2","LAD"
"5719","4","0","LAD"
"5720","3","4","HOU"
"5721","4","1","LAD"
"5722","4","1","LAD"
"5723","4","3","LAD"
"5724","4","2","LAD"
"5725","4","2","LAD"
"5726","2","4","HOU"
"5727","4","3","LAD"
"5728","4","2","LAD"
"5729","4","3","LAD"
"5730","2","4","HOU"
"5731","3","4","HOU"
"5732","0","4","HOU"
"5733","4","1","LAD"
"5734","2","4","HOU"
"5735","2","4","HOU"
"5736","4","2","LAD"
"5737","4","2","LAD"
"5738","4","2","LAD"
"5739","3","4","HOU"
"5740","4","3","LAD"
"5741","4","2","LAD"
"5742","1","4","HOU"
"5743","0","4","HOU"
"5744","4","2","LAD"
"5745","3","4","HOU"
"5746","4","1","LAD"
"5747","2","4","HOU"
"5748","4","1","LAD"
"5749","4","1","LAD"
"5750","2","4","HOU"
"5751","4","3","LAD"
"5752","4","3","LAD"
"5753","2","4","HOU"
"5754","2","4","HOU"
"5755","4","1","LAD"
"5756","2","4","HOU"
"5757","2","4","HOU"
"5758","4","2","LAD"
"5759","4","3","LAD"
"5760","4","3","LAD"
"5761","0","4","HOU"
"5762","4","2","LAD"
"5763","4","3","LAD"
"5764","3","4","HOU"
"5765","3","4","HOU"
"5766","4","1","LAD"
"5767","4","3","LAD"
"5768","2","4","HOU"
"5769","4","3","LAD"
"5770","3","4","HOU"
"5771","4","2","LAD"
"5772","4","2","LAD"
"5773","4","3","LAD"
"5774","4","2","LAD"
"5775","4","1","LAD"
"5776","2","4","HOU"
"5777","4","1","LAD"
"5778","4","1","LAD"
"5779","3","4","HOU"
"5780","2","4","HOU"
"5781","4","1","LAD"
"5782","0","4","HOU"
"5783","4","2","LAD"
"5784","4","1","LAD"
"5785","4","2","LAD"
"5786","3","4","HOU"
"5787","3","4","HOU"
"5788","3","4","HOU"
"5789","2","4","HOU"
"5790","2","4","HOU"
"5791","4","3","LAD"
"5792","3","4","HOU"
"5793","2","4","HOU"
"5794","4","2","LAD"
"5795","4","3","LAD"
"5796","4","2","LAD"
"5797","4","3","LAD"
"5798","1","4","HOU"
"5799","4","3","LAD"
"5800","2","4","HOU"
"5801","4","1","LAD"
"5802","3","4","HOU"
"5803","2","4","HOU"
"5804","0","4","HOU"
"5805","3","4","HOU"
"5806","4","1","LAD"
"5807","3","4","HOU"
"5808","4","2","LAD"
"5809","4","3","LAD"
"5810","1","4","HOU"
"5811","4","1","LAD"
"5812","0","4","HOU"
"5813","4","2","LAD"
"5814","4","3","LAD"
"5815","4","0","LAD"
"5816","3","4","HOU"
"5817","2","4","HOU"
"5818","4","3","LAD"
"5819","4","1","LAD"
"5820","4","1","LAD"
"5821","4","2","LAD"
"5822","3","4","HOU"
"5823","4","2","LAD"
"5824","4","1","LAD"
"5825","2","4","HOU"
"5826","3","4","HOU"
"5827","2","4","HOU"
"5828","2","4","HOU"
"5829","4","3","LAD"
"5830","4","3","LAD"
"5831","4","2","LAD"
"5832","3","4","HOU"
"5833","2","4","HOU"
"5834","3","4","HOU"
"5835","4","3","LAD"
"5836","3","4","HOU"
"5837","4","3","LAD"
"5838","4","2","LAD"
"5839","1","4","HOU"
"5840","4","2","LAD"
"5841","2","4","HOU"
"5842","3","4","HOU"
"5843","4","2","LAD"
"5844","4","1","LAD"
"5845","4","3","LAD"
"5846","4","0","LAD"
"5847","4","1","LAD"
"5848","4","1","LAD"
"5849","4","1","LAD"
"5850","3","4","HOU"
"5851","3","4","HOU"
"5852","4","1","LAD"
"5853","3","4","HOU"
"5854","4","1","LAD"
"5855","2","4","HOU"
"5856","0","4","HOU"
"5857","2","4","HOU"
"5858","1","4","HOU"
"5859","4","2","LAD"
"5860","4","1","LAD"
"5861","3","4","HOU"
"5862","4","0","LAD"
"5863","4","1","LAD"
"5864","2","4","HOU"
"5865","4","2","LAD"
"5866","1","4","HOU"
"5867","2","4","HOU"
"5868","4","3","LAD"
"5869","2","4","HOU"
"5870","3","4","HOU"
"5871","4","1","LAD"
"5872","4","2","LAD"
"5873","3","4","HOU"
"5874","4","3","LAD"
"5875","4","3","LAD"
"5876","4","0","LAD"
"5877","3","4","HOU"
"5878","1","4","HOU"
"5879","3","4","HOU"
"5880","2","4","HOU"
"5881","3","4","HOU"
"5882","4","2","LAD"
"5883","3","4","HOU"
"5884","4","0","LAD"
"5885","4","2","LAD"
"5886","4","3","LAD"
"5887","4","3","LAD"
"5888","1","4","HOU"
"5889","4","2","LAD"
"5890","4","2","LAD"
"5891","2","4","HOU"
"5892","2","4","HOU"
"5893","4","3","LAD"
"5894","4","2","LAD"
"5895","4","2","LAD"
"5896","4","3","LAD"
"5897","4","2","LAD"
"5898","2","4","HOU"
"5899","1","4","HOU"
"5900","4","3","LAD"
"5901","4","0","LAD"
"5902","4","1","LAD"
"5903","3","4","HOU"
"5904","3","4","HOU"
"5905","4","1","LAD"
"5906","4","1","LAD"
"5907","3","4","HOU"
"5908","4","1","LAD"
"5909","3","4","HOU"
"5910","4","3","LAD"
"5911","4","3","LAD"
"5912","2","4","HOU"
"5913","0","4","HOU"
"5914","4","1","LAD"
"5915","3","4","HOU"
"5916","3","4","HOU"
"5917","2","4","HOU"
"5918","4","2","LAD"
"5919","4","3","LAD"
"5920","4","1","LAD"
"5921","4","3","LAD"
"5922","2","4","HOU"
"5923","4","3","LAD"
"5924","3","4","HOU"
"5925","3","4","HOU"
"5926","3","4","HOU"
"5927","2","4","HOU"
"5928","0","4","HOU"
"5929","4","2","LAD"
"5930","2","4","HOU"
"5931","2","4","HOU"
"5932","4","1","LAD"
"5933","4","2","LAD"
"5934","3","4","HOU"
"5935","4","1","LAD"
"5936","2","4","HOU"
"5937","3","4","HOU"
"5938","4","2","LAD"
"5939","4","2","LAD"
"5940","2","4","HOU"
"5941","3","4","HOU"
"5942","1","4","HOU"
"5943","4","0","LAD"
"5944","4","3","LAD"
"5945","4","1","LAD"
"5946","4","3","LAD"
"5947","4","2","LAD"
"5948","4","3","LAD"
"5949","4","2","LAD"
"5950","4","1","LAD"
"5951","3","4","HOU"
"5952","2","4","HOU"
"5953","4","1","LAD"
"5954","4","1","LAD"
"5955","4","0","LAD"
"5956","3","4","HOU"
"5957","4","2","LAD"
"5958","4","1","LAD"
"5959","4","1","LAD"
"5960","4","2","LAD"
"5961","4","2","LAD"
"5962","4","0","LAD"
"5963","4","2","LAD"
"5964","4","3","LAD"
"5965","4","1","LAD"
"5966","4","1","LAD"
"5967","2","4","HOU"
"5968","3","4","HOU"
"5969","4","1","LAD"
"5970","4","3","LAD"
"5971","4","2","LAD"
"5972","4","2","LAD"
"5973","4","0","LAD"
"5974","4","0","LAD"
"5975","1","4","HOU"
"5976","2","4","HOU"
"5977","4","1","LAD"
"5978","4","1","LAD"
"5979","4","1","LAD"
"5980","4","0","LAD"
"5981","1","4","HOU"
"5982","2","4","HOU"
"5983","4","1","LAD"
"5984","2","4","HOU"
"5985","0","4","HOU"
"5986","4","2","LAD"
"5987","2","4","HOU"
"5988","2","4","HOU"
"5989","4","3","LAD"
"5990","0","4","HOU"
"5991","4","1","LAD"
"5992","1","4","HOU"
"5993","4","2","LAD"
"5994","4","1","LAD"
"5995","3","4","HOU"
"5996","4","1","LAD"
"5997","4","0","LAD"
"5998","1","4","HOU"
"5999","4","2","LAD"
"6000","4","3","LAD"
"6001","4","3","LAD"
"6002","3","4","HOU"
"6003","4","2","LAD"
"6004","2","4","HOU"
"6005","2","4","HOU"
"6006","3","4","HOU"
"6007","4","3","LAD"
"6008","2","4","HOU"
"6009","4","3","LAD"
"6010","2","4","HOU"
"6011","4","1","LAD"
"6012","1","4","HOU"
"6013","2","4","HOU"
"6014","0","4","HOU"
"6015","4","2","LAD"
"6016","4","2","LAD"
"6017","4","2","LAD"
"6018","4","3","LAD"
"6019","4","0","LAD"
"6020","3","4","HOU"
"6021","4","0","LAD"
"6022","4","1","LAD"
"6023","3","4","HOU"
"6024","3","4","HOU"
"6025","4","1","LAD"
"6026","4","3","LAD"
"6027","3","4","HOU"
"6028","2","4","HOU"
"6029","0","4","HOU"
"6030","3","4","HOU"
"6031","4","1","LAD"
"6032","3","4","HOU"
"6033","3","4","HOU"
"6034","4","1","LAD"
"6035","4","3","LAD"
"6036","4","2","LAD"
"6037","3","4","HOU"
"6038","4","2","LAD"
"6039","4","1","LAD"
"6040","4","3","LAD"
"6041","4","3","LAD"
"6042","4","2","LAD"
"6043","3","4","HOU"
"6044","4","1","LAD"
"6045","4","1","LAD"
"6046","4","3","LAD"
"6047","2","4","HOU"
"6048","3","4","HOU"
"6049","3","4","HOU"
"6050","3","4","HOU"
"6051","4","3","LAD"
"6052","3","4","HOU"
"6053","4","2","LAD"
"6054","4","1","LAD"
"6055","3","4","HOU"
"6056","2","4","HOU"
"6057","4","1","LAD"
"6058","3","4","HOU"
"6059","3","4","HOU"
"6060","4","3","LAD"
"6061","2","4","HOU"
"6062","3","4","HOU"
"6063","2","4","HOU"
"6064","1","4","HOU"
"6065","4","1","LAD"
"6066","1","4","HOU"
"6067","4","1","LAD"
"6068","2","4","HOU"
"6069","0","4","HOU"
"6070","4","2","LAD"
"6071","1","4","HOU"
"6072","4","1","LAD"
"6073","0","4","HOU"
"6074","4","1","LAD"
"6075","4","0","LAD"
"6076","3","4","HOU"
"6077","4","3","LAD"
"6078","4","2","LAD"
"6079","4","2","LAD"
"6080","2","4","HOU"
"6081","2","4","HOU"
"6082","4","2","LAD"
"6083","0","4","HOU"
"6084","4","3","LAD"
"6085","0","4","HOU"
"6086","4","1","LAD"
"6087","1","4","HOU"
"6088","0","4","HOU"
"6089","0","4","HOU"
"6090","1","4","HOU"
"6091","3","4","HOU"
"6092","3","4","HOU"
"6093","2","4","HOU"
"6094","4","2","LAD"
"6095","0","4","HOU"
"6096","4","2","LAD"
"6097","2","4","HOU"
"6098","4","1","LAD"
"6099","4","1","LAD"
"6100","4","0","LAD"
"6101","1","4","HOU"
"6102","4","1","LAD"
"6103","4","3","LAD"
"6104","2","4","HOU"
"6105","4","2","LAD"
"6106","4","3","LAD"
"6107","3","4","HOU"
"6108","4","3","LAD"
"6109","4","1","LAD"
"6110","4","1","LAD"
"6111","2","4","HOU"
"6112","4","1","LAD"
"6113","0","4","HOU"
"6114","3","4","HOU"
"6115","3","4","HOU"
"6116","3","4","HOU"
"6117","4","3","LAD"
"6118","4","1","LAD"
"6119","4","1","LAD"
"6120","3","4","HOU"
"6121","0","4","HOU"
"6122","2","4","HOU"
"6123","2","4","HOU"
"6124","4","2","LAD"
"6125","2","4","HOU"
"6126","4","3","LAD"
"6127","2","4","HOU"
"6128","1","4","HOU"
"6129","4","1","LAD"
"6130","0","4","HOU"
"6131","3","4","HOU"
"6132","3","4","HOU"
"6133","4","3","LAD"
"6134","2","4","HOU"
"6135","3","4","HOU"
"6136","3","4","HOU"
"6137","1","4","HOU"
"6138","0","4","HOU"
"6139","2","4","HOU"
"6140","2","4","HOU"
"6141","2","4","HOU"
"6142","4","3","LAD"
"6143","4","2","LAD"
"6144","3","4","HOU"
"6145","2","4","HOU"
"6146","4","1","LAD"
"6147","1","4","HOU"
"6148","2","4","HOU"
"6149","3","4","HOU"
"6150","3","4","HOU"
"6151","4","2","LAD"
"6152","2","4","HOU"
"6153","4","3","LAD"
"6154","4","2","LAD"
"6155","2","4","HOU"
"6156","4","0","LAD"
"6157","1","4","HOU"
"6158","2","4","HOU"
"6159","4","3","LAD"
"6160","3","4","HOU"
"6161","3","4","HOU"
"6162","1","4","HOU"
"6163","4","3","LAD"
"6164","4","2","LAD"
"6165","2","4","HOU"
"6166","4","1","LAD"
"6167","4","2","LAD"
"6168","4","1","LAD"
"6169","3","4","HOU"
"6170","3","4","HOU"
"6171","4","3","LAD"
"6172","3","4","HOU"
"6173","3","4","HOU"
"6174","4","2","LAD"
"6175","4","0","LAD"
"6176","0","4","HOU"
"6177","4","3","LAD"
"6178","2","4","HOU"
"6179","3","4","HOU"
"6180","4","2","LAD"
"6181","4","3","LAD"
"6182","2","4","HOU"
"6183","3","4","HOU"
"6184","4","0","LAD"
"6185","4","1","LAD"
"6186","4","3","LAD"
"6187","4","1","LAD"
"6188","4","2","LAD"
"6189","4","2","LAD"
"6190","4","1","LAD"
"6191","4","1","LAD"
"6192","3","4","HOU"
"6193","4","2","LAD"
"6194","4","3","LAD"
"6195","4","3","LAD"
"6196","3","4","HOU"
"6197","4","3","LAD"
"6198","2","4","HOU"
"6199","4","3","LAD"
"6200","3","4","HOU"
"6201","4","3","LAD"
"6202","4","1","LAD"
"6203","3","4","HOU"
"6204","2","4","HOU"
"6205","4","1","LAD"
"6206","4","3","LAD"
"6207","4","1","LAD"
"6208","4","1","LAD"
"6209","4","3","LAD"
"6210","4","1","LAD"
"6211","4","3","LAD"
"6212","3","4","HOU"
"6213","3","4","HOU"
"6214","4","3","LAD"
"6215","0","4","HOU"
"6216","0","4","HOU"
"6217","4","3","LAD"
"6218","4","1","LAD"
"6219","2","4","HOU"
"6220","3","4","HOU"
"6221","4","1","LAD"
"6222","3","4","HOU"
"6223","4","3","LAD"
"6224","4","1","LAD"
"6225","4","3","LAD"
"6226","4","1","LAD"
"6227","4","3","LAD"
"6228","2","4","HOU"
"6229","2","4","HOU"
"6230","0","4","HOU"
"6231","4","1","LAD"
"6232","2","4","HOU"
"6233","4","3","LAD"
"6234","4","2","LAD"
"6235","2","4","HOU"
"6236","2","4","HOU"
"6237","4","3","LAD"
"6238","3","4","HOU"
"6239","3","4","HOU"
"6240","3","4","HOU"
"6241","4","3","LAD"
"6242","4","3","LAD"
"6243","4","1","LAD"
"6244","1","4","HOU"
"6245","4","1","LAD"
"6246","4","3","LAD"
"6247","4","2","LAD"
"6248","4","1","LAD"
"6249","2","4","HOU"
"6250","1","4","HOU"
"6251","4","1","LAD"
"6252","0","4","HOU"
"6253","4","1","LAD"
"6254","4","1","LAD"
"6255","4","2","LAD"
"6256","4","2","LAD"
"6257","0","4","HOU"
"6258","0","4","HOU"
"6259","3","4","HOU"
"6260","0","4","HOU"
"6261","2","4","HOU"
"6262","4","2","LAD"
"6263","4","1","LAD"
"6264","4","2","LAD"
"6265","4","1","LAD"
"6266","3","4","HOU"
"6267","0","4","HOU"
"6268","4","1","LAD"
"6269","4","2","LAD"
"6270","4","2","LAD"
"6271","3","4","HOU"
"6272","4","2","LAD"
"6273","1","4","HOU"
"6274","4","3","LAD"
"6275","4","3","LAD"
"6276","3","4","HOU"
"6277","0","4","HOU"
"6278","4","2","LAD"
"6279","4","3","LAD"
"6280","2","4","HOU"
"6281","4","3","LAD"
"6282","4","0","LAD"
"6283","4","2","LAD"
"6284","3","4","HOU"
"6285","3","4","HOU"
"6286","3","4","HOU"
"6287","3","4","HOU"
"6288","4","2","LAD"
"6289","2","4","HOU"
"6290","1","4","HOU"
"6291","4","2","LAD"
"6292","4","3","LAD"
"6293","4","1","LAD"
"6294","4","2","LAD"
"6295","4","0","LAD"
"6296","0","4","HOU"
"6297","4","3","LAD"
"6298","4","2","LAD"
"6299","3","4","HOU"
"6300","4","1","LAD"
"6301","0","4","HOU"
"6302","2","4","HOU"
"6303","2","4","HOU"
"6304","3","4","HOU"
"6305","4","3","LAD"
"6306","4","1","LAD"
"6307","3","4","HOU"
"6308","4","2","LAD"
"6309","4","2","LAD"
"6310","0","4","HOU"
"6311","4","3","LAD"
"6312","2","4","HOU"
"6313","0","4","HOU"
"6314","3","4","HOU"
"6315","4","3","LAD"
"6316","3","4","HOU"
"6317","3","4","HOU"
"6318","4","2","LAD"
"6319","3","4","HOU"
"6320","1","4","HOU"
"6321","4","3","LAD"
"6322","4","2","LAD"
"6323","0","4","HOU"
"6324","4","2","LAD"
"6325","4","3","LAD"
"6326","2","4","HOU"
"6327","1","4","HOU"
"6328","2","4","HOU"
"6329","3","4","HOU"
"6330","3","4","HOU"
"6331","3","4","HOU"
"6332","1","4","HOU"
"6333","2","4","HOU"
"6334","3","4","HOU"
"6335","3","4","HOU"
"6336","0","4","HOU"
"6337","4","1","LAD"
"6338","4","3","LAD"
"6339","4","3","LAD"
"6340","3","4","HOU"
"6341","4","0","LAD"
"6342","3","4","HOU"
"6343","4","1","LAD"
"6344","1","4","HOU"
"6345","2","4","HOU"
"6346","3","4","HOU"
"6347","4","1","LAD"
"6348","1","4","HOU"
"6349","2","4","HOU"
"6350","0","4","HOU"
"6351","4","3","LAD"
"6352","3","4","HOU"
"6353","4","0","LAD"
"6354","4","2","LAD"
"6355","2","4","HOU"
"6356","4","2","LAD"
"6357","2","4","HOU"
"6358","2","4","HOU"
"6359","4","0","LAD"
"6360","1","4","HOU"
"6361","4","3","LAD"
"6362","3","4","HOU"
"6363","4","2","LAD"
"6364","4","0","LAD"
"6365","4","0","LAD"
"6366","3","4","HOU"
"6367","1","4","HOU"
"6368","3","4","HOU"
"6369","4","2","LAD"
"6370","4","2","LAD"
"6371","3","4","HOU"
"6372","3","4","HOU"
"6373","3","4","HOU"
"6374","4","1","LAD"
"6375","2","4","HOU"
"6376","1","4","HOU"
"6377","3","4","HOU"
"6378","1","4","HOU"
"6379","4","1","LAD"
"6380","2","4","HOU"
"6381","0","4","HOU"
"6382","4","3","LAD"
"6383","2","4","HOU"
"6384","0","4","HOU"
"6385","4","0","LAD"
"6386","4","1","LAD"
"6387","3","4","HOU"
"6388","4","1","LAD"
"6389","3","4","HOU"
"6390","2","4","HOU"
"6391","4","3","LAD"
"6392","3","4","HOU"
"6393","4","1","LAD"
"6394","4","3","LAD"
"6395","4","0","LAD"
"6396","2","4","HOU"
"6397","4","3","LAD"
"6398","4","2","LAD"
"6399","4","3","LAD"
"6400","4","3","LAD"
"6401","4","3","LAD"
"6402","2","4","HOU"
"6403","4","1","LAD"
"6404","4","2","LAD"
"6405","4","1","LAD"
"6406","4","3","LAD"
"6407","2","4","HOU"
"6408","4","1","LAD"
"6409","3","4","HOU"
"6410","2","4","HOU"
"6411","2","4","HOU"
"6412","0","4","HOU"
"6413","4","2","LAD"
"6414","4","1","LAD"
"6415","2","4","HOU"
"6416","4","2","LAD"
"6417","4","3","LAD"
"6418","2","4","HOU"
"6419","4","0","LAD"
"6420","3","4","HOU"
"6421","3","4","HOU"
"6422","0","4","HOU"
"6423","4","3","LAD"
"6424","4","0","LAD"
"6425","4","0","LAD"
"6426","2","4","HOU"
"6427","4","3","LAD"
"6428","0","4","HOU"
"6429","3","4","HOU"
"6430","1","4","HOU"
"6431","4","1","LAD"
"6432","4","3","LAD"
"6433","4","2","LAD"
"6434","4","3","LAD"
"6435","4","1","LAD"
"6436","2","4","HOU"
"6437","4","2","LAD"
"6438","4","3","LAD"
"6439","4","3","LAD"
"6440","4","3","LAD"
"6441","4","3","LAD"
"6442","4","0","LAD"
"6443","3","4","HOU"
"6444","4","0","LAD"
"6445","2","4","HOU"
"6446","4","2","LAD"
"6447","4","3","LAD"
"6448","4","2","LAD"
"6449","4","1","LAD"
"6450","3","4","HOU"
"6451","4","2","LAD"
"6452","4","0","LAD"
"6453","1","4","HOU"
"6454","4","0","LAD"
"6455","3","4","HOU"
"6456","4","2","LAD"
"6457","4","2","LAD"
"6458","4","2","LAD"
"6459","3","4","HOU"
"6460","1","4","HOU"
"6461","2","4","HOU"
"6462","2","4","HOU"
"6463","4","3","LAD"
"6464","3","4","HOU"
"6465","3","4","HOU"
"6466","1","4","HOU"
"6467","4","2","LAD"
"6468","4","3","LAD"
"6469","3","4","HOU"
"6470","4","1","LAD"
"6471","3","4","HOU"
"6472","3","4","HOU"
"6473","2","4","HOU"
"6474","4","2","LAD"
"6475","0","4","HOU"
"6476","1","4","HOU"
"6477","4","1","LAD"
"6478","4","2","LAD"
"6479","3","4","HOU"
"6480","4","3","LAD"
"6481","3","4","HOU"
"6482","4","2","LAD"
"6483","3","4","HOU"
"6484","4","3","LAD"
"6485","4","3","LAD"
"6486","4","2","LAD"
"6487","4","0","LAD"
"6488","3","4","HOU"
"6489","2","4","HOU"
"6490","4","2","LAD"
"6491","4","2","LAD"
"6492","4","3","LAD"
"6493","4","2","LAD"
"6494","4","1","LAD"
"6495","4","2","LAD"
"6496","0","4","HOU"
"6497","4","1","LAD"
"6498","3","4","HOU"
"6499","3","4","HOU"
"6500","3","4","HOU"
"6501","4","1","LAD"
"6502","0","4","HOU"
"6503","1","4","HOU"
"6504","4","1","LAD"
"6505","4","0","LAD"
"6506","3","4","HOU"
"6507","2","4","HOU"
"6508","3","4","HOU"
"6509","0","4","HOU"
"6510","1","4","HOU"
"6511","2","4","HOU"
"6512","4","1","LAD"
"6513","4","3","LAD"
"6514","4","2","LAD"
"6515","3","4","HOU"
"6516","4","1","LAD"
"6517","1","4","HOU"
"6518","4","1","LAD"
"6519","2","4","HOU"
"6520","4","2","LAD"
"6521","4","3","LAD"
"6522","1","4","HOU"
"6523","4","2","LAD"
"6524","4","1","LAD"
"6525","1","4","HOU"
"6526","4","2","LAD"
"6527","4","3","LAD"
"6528","3","4","HOU"
"6529","4","1","LAD"
"6530","4","1","LAD"
"6531","4","3","LAD"
"6532","4","2","LAD"
"6533","4","2","LAD"
"6534","4","1","LAD"
"6535","4","2","LAD"
"6536","4","1","LAD"
"6537","3","4","HOU"
"6538","4","1","LAD"
"6539","4","2","LAD"
"6540","4","3","LAD"
"6541","3","4","HOU"
"6542","4","3","LAD"
"6543","2","4","HOU"
"6544","4","1","LAD"
"6545","4","3","LAD"
"6546","3","4","HOU"
"6547","1","4","HOU"
"6548","4","2","LAD"
"6549","4","1","LAD"
"6550","2","4","HOU"
"6551","3","4","HOU"
"6552","4","3","LAD"
"6553","4","3","LAD"
"6554","1","4","HOU"
"6555","0","4","HOU"
"6556","3","4","HOU"
"6557","2","4","HOU"
"6558","2","4","HOU"
"6559","2","4","HOU"
"6560","2","4","HOU"
"6561","3","4","HOU"
"6562","1","4","HOU"
"6563","2","4","HOU"
"6564","4","3","LAD"
"6565","4","2","LAD"
"6566","3","4","HOU"
"6567","4","1","LAD"
"6568","4","2","LAD"
"6569","3","4","HOU"
"6570","4","3","LAD"
"6571","4","2","LAD"
"6572","4","1","LAD"
"6573","4","0","LAD"
"6574","4","2","LAD"
"6575","1","4","HOU"
"6576","4","1","LAD"
"6577","2","4","HOU"
"6578","4","1","LAD"
"6579","4","1","LAD"
"6580","4","1","LAD"
"6581","3","4","HOU"
"6582","4","3","LAD"
"6583","4","2","LAD"
"6584","4","0","LAD"
"6585","2","4","HOU"
"6586","0","4","HOU"
"6587","0","4","HOU"
"6588","4","2","LAD"
"6589","3","4","HOU"
"6590","4","2","LAD"
"6591","0","4","HOU"
"6592","4","1","LAD"
"6593","4","2","LAD"
"6594","4","1","LAD"
"6595","4","2","LAD"
"6596","4","1","LAD"
"6597","4","2","LAD"
"6598","4","1","LAD"
"6599","4","0","LAD"
"6600","4","2","LAD"
"6601","4","1","LAD"
"6602","3","4","HOU"
"6603","4","1","LAD"
"6604","4","2","LAD"
"6605","4","2","LAD"
"6606","2","4","HOU"
"6607","4","1","LAD"
"6608","4","2","LAD"
"6609","4","1","LAD"
"6610","1","4","HOU"
"6611","4","1","LAD"
"6612","2","4","HOU"
"6613","3","4","HOU"
"6614","4","2","LAD"
"6615","1","4","HOU"
"6616","2","4","HOU"
"6617","0","4","HOU"
"6618","4","0","LAD"
"6619","3","4","HOU"
"6620","4","1","LAD"
"6621","4","0","LAD"
"6622","4","1","LAD"
"6623","4","1","LAD"
"6624","2","4","HOU"
"6625","4","2","LAD"
"6626","4","1","LAD"
"6627","0","4","HOU"
"6628","4","3","LAD"
"6629","3","4","HOU"
"6630","4","1","LAD"
"6631","2","4","HOU"
"6632","4","2","LAD"
"6633","1","4","HOU"
"6634","4","0","LAD"
"6635","0","4","HOU"
"6636","4","3","LAD"
"6637","4","3","LAD"
"6638","4","0","LAD"
"6639","1","4","HOU"
"6640","4","1","LAD"
"6641","4","1","LAD"
"6642","4","0","LAD"
"6643","4","1","LAD"
"6644","4","2","LAD"
"6645","4","1","LAD"
"6646","4","3","LAD"
"6647","1","4","HOU"
"6648","4","1","LAD"
"6649","3","4","HOU"
"6650","2","4","HOU"
"6651","4","1","LAD"
"6652","4","0","LAD"
"6653","0","4","HOU"
"6654","4","1","LAD"
"6655","3","4","HOU"
"6656","4","2","LAD"
"6657","4","2","LAD"
"6658","2","4","HOU"
"6659","2","4","HOU"
"6660","2","4","HOU"
"6661","1","4","HOU"
"6662","4","3","LAD"
"6663","3","4","HOU"
"6664","0","4","HOU"
"6665","4","3","LAD"
"6666","3","4","HOU"
"6667","3","4","HOU"
"6668","3","4","HOU"
"6669","4","2","LAD"
