"","OAK","HOU","Series Winner"
"33071","1","3","HOU"
"33072","0","3","HOU"
"33073","3","0","OAK"
"33074","2","3","HOU"
"33075","1","3","HOU"
"33076","0","3","HOU"
"33077","3","0","OAK"
"33078","0","3","HOU"
"33079","1","3","HOU"
"33080","1","3","HOU"
"33081","1","3","HOU"
"33082","3","2","OAK"
"33083","1","3","HOU"
"33084","2","3","HOU"
"33085","0","3","HOU"
"33086","1","3","HOU"
"33087","0","3","HOU"
"33088","2","3","HOU"
"33089","3","2","OAK"
"33090","3","1","OAK"
"33091","1","3","HOU"
"33092","0","3","HOU"
"33093","2","3","HOU"
"33094","1","3","HOU"
"33095","2","3","HOU"
"33096","2","3","HOU"
"33097","2","3","HOU"
"33098","3","1","OAK"
"33099","3","1","OAK"
"33100","0","3","HOU"
"33101","2","3","HOU"
"33102","3","1","OAK"
"33103","0","3","HOU"
"33104","1","3","HOU"
"33105","1","3","HOU"
"33106","0","3","HOU"
"33107","1","3","HOU"
"33108","0","3","HOU"
"33109","1","3","HOU"
"33110","3","1","OAK"
"33111","2","3","HOU"
"33112","3","1","OAK"
"33113","3","1","OAK"
"33114","1","3","HOU"
"33115","1","3","HOU"
"33116","0","3","HOU"
"33117","1","3","HOU"
"33118","1","3","HOU"
"33119","2","3","HOU"
"33120","0","3","HOU"
"33121","3","1","OAK"
"33122","2","3","HOU"
"33123","1","3","HOU"
"33124","2","3","HOU"
"33125","1","3","HOU"
"33126","2","3","HOU"
"33127","0","3","HOU"
"33128","3","2","OAK"
"33129","3","1","OAK"
"33130","2","3","HOU"
"33131","0","3","HOU"
"33132","2","3","HOU"
"33133","1","3","HOU"
"33134","2","3","HOU"
"33135","3","2","OAK"
"33136","0","3","HOU"
"33137","2","3","HOU"
"33138","2","3","HOU"
"33139","1","3","HOU"
"33140","1","3","HOU"
"33141","1","3","HOU"
"33142","0","3","HOU"
"33143","0","3","HOU"
"33144","2","3","HOU"
"33145","1","3","HOU"
"33146","3","2","OAK"
"33147","0","3","HOU"
"33148","3","1","OAK"
"33149","1","3","HOU"
"33150","2","3","HOU"
"33151","2","3","HOU"
"33152","1","3","HOU"
"33153","3","1","OAK"
"33154","2","3","HOU"
"33155","1","3","HOU"
"33156","1","3","HOU"
"33157","0","3","HOU"
"33158","2","3","HOU"
"33159","0","3","HOU"
"33160","3","2","OAK"
"33161","2","3","HOU"
"33162","3","1","OAK"
"33163","2","3","HOU"
"33164","1","3","HOU"
"33165","0","3","HOU"
"33166","2","3","HOU"
"33167","1","3","HOU"
"33168","0","3","HOU"
"33169","2","3","HOU"
"33170","0","3","HOU"
"33171","0","3","HOU"
"33172","0","3","HOU"
"33173","1","3","HOU"
"33174","1","3","HOU"
"33175","1","3","HOU"
"33176","3","2","OAK"
"33177","3","1","OAK"
"33178","2","3","HOU"
"33179","1","3","HOU"
"33180","0","3","HOU"
"33181","0","3","HOU"
"33182","2","3","HOU"
"33183","3","1","OAK"
"33184","3","2","OAK"
"33185","0","3","HOU"
"33186","0","3","HOU"
"33187","0","3","HOU"
"33188","1","3","HOU"
"33189","3","2","OAK"
"33190","0","3","HOU"
"33191","1","3","HOU"
"33192","0","3","HOU"
"33193","0","3","HOU"
"33194","1","3","HOU"
"33195","0","3","HOU"
"33196","2","3","HOU"
"33197","2","3","HOU"
"33198","0","3","HOU"
"33199","1","3","HOU"
"33200","3","2","OAK"
"33201","2","3","HOU"
"33202","1","3","HOU"
"33203","0","3","HOU"
"33204","2","3","HOU"
"33205","0","3","HOU"
"33206","2","3","HOU"
"33207","1","3","HOU"
"33208","1","3","HOU"
"33209","1","3","HOU"
"33210","3","2","OAK"
"33211","1","3","HOU"
"33212","0","3","HOU"
"33213","3","1","OAK"
"33214","2","3","HOU"
"33215","2","3","HOU"
"33216","1","3","HOU"
"33217","0","3","HOU"
"33218","2","3","HOU"
"33219","1","3","HOU"
"33220","1","3","HOU"
"33221","2","3","HOU"
"33222","3","1","OAK"
"33223","3","1","OAK"
"33224","1","3","HOU"
"33225","0","3","HOU"
"33226","2","3","HOU"
"33227","2","3","HOU"
"33228","3","0","OAK"
"33229","3","1","OAK"
"33230","3","1","OAK"
"33231","2","3","HOU"
"33232","1","3","HOU"
"33233","0","3","HOU"
"33234","2","3","HOU"
"33235","0","3","HOU"
"33236","0","3","HOU"
"33237","2","3","HOU"
"33238","1","3","HOU"
"33239","2","3","HOU"
"33240","1","3","HOU"
"33241","1","3","HOU"
"33242","2","3","HOU"
"33243","1","3","HOU"
"33244","1","3","HOU"
"33245","2","3","HOU"
"33246","3","2","OAK"
"33247","0","3","HOU"
"33248","0","3","HOU"
"33249","2","3","HOU"
"33250","2","3","HOU"
"33251","3","1","OAK"
"33252","2","3","HOU"
"33253","3","1","OAK"
"33254","1","3","HOU"
"33255","3","1","OAK"
"33256","0","3","HOU"
"33257","0","3","HOU"
"33258","1","3","HOU"
"33259","1","3","HOU"
"33260","1","3","HOU"
"33261","2","3","HOU"
"33262","2","3","HOU"
"33263","0","3","HOU"
"33264","0","3","HOU"
"33265","1","3","HOU"
"33266","0","3","HOU"
"33267","0","3","HOU"
"33268","1","3","HOU"
"33269","0","3","HOU"
"33270","1","3","HOU"
"33271","1","3","HOU"
"33272","0","3","HOU"
"33273","3","1","OAK"
"33274","2","3","HOU"
"33275","1","3","HOU"
"33276","0","3","HOU"
"33277","1","3","HOU"
"33278","0","3","HOU"
"33279","0","3","HOU"
"33280","1","3","HOU"
"33281","0","3","HOU"
"33282","1","3","HOU"
"33283","1","3","HOU"
"33284","0","3","HOU"
"33285","2","3","HOU"
"33286","0","3","HOU"
"33287","1","3","HOU"
"33288","1","3","HOU"
"33289","2","3","HOU"
"33290","3","2","OAK"
"33291","0","3","HOU"
"33292","3","1","OAK"
"33293","1","3","HOU"
"33294","1","3","HOU"
"33295","0","3","HOU"
"33296","3","2","OAK"
"33297","1","3","HOU"
"33298","2","3","HOU"
"33299","0","3","HOU"
"33300","1","3","HOU"
"33301","1","3","HOU"
"33302","2","3","HOU"
"33303","3","2","OAK"
"33304","3","0","OAK"
"33305","3","1","OAK"
"33306","0","3","HOU"
"33307","2","3","HOU"
"33308","0","3","HOU"
"33309","0","3","HOU"
"33310","1","3","HOU"
"33311","0","3","HOU"
"33312","1","3","HOU"
"33313","3","0","OAK"
"33314","0","3","HOU"
"33315","2","3","HOU"
"33316","1","3","HOU"
"33317","0","3","HOU"
"33318","3","2","OAK"
"33319","1","3","HOU"
"33320","1","3","HOU"
"33321","2","3","HOU"
"33322","1","3","HOU"
"33323","1","3","HOU"
"33324","2","3","HOU"
"33325","1","3","HOU"
"33326","2","3","HOU"
"33327","2","3","HOU"
"33328","2","3","HOU"
"33329","0","3","HOU"
"33330","0","3","HOU"
"33331","1","3","HOU"
"33332","2","3","HOU"
"33333","0","3","HOU"
"33334","2","3","HOU"
"33335","2","3","HOU"
"33336","2","3","HOU"
"33337","0","3","HOU"
"33338","1","3","HOU"
"33339","0","3","HOU"
"33340","3","1","OAK"
"33341","1","3","HOU"
"33342","3","1","OAK"
"33343","3","1","OAK"
"33344","2","3","HOU"
"33345","3","1","OAK"
"33346","2","3","HOU"
"33347","0","3","HOU"
"33348","2","3","HOU"
"33349","0","3","HOU"
"33350","1","3","HOU"
"33351","0","3","HOU"
"33352","1","3","HOU"
"33353","2","3","HOU"
"33354","3","2","OAK"
"33355","0","3","HOU"
"33356","0","3","HOU"
"33357","3","1","OAK"
"33358","2","3","HOU"
"33359","2","3","HOU"
"33360","0","3","HOU"
"33361","1","3","HOU"
"33362","3","2","OAK"
"33363","2","3","HOU"
"33364","0","3","HOU"
"33365","1","3","HOU"
"33366","0","3","HOU"
"33367","1","3","HOU"
"33368","1","3","HOU"
"33369","0","3","HOU"
"33370","3","0","OAK"
"33371","1","3","HOU"
"33372","2","3","HOU"
"33373","0","3","HOU"
"33374","3","0","OAK"
"33375","1","3","HOU"
"33376","0","3","HOU"
"33377","2","3","HOU"
"33378","3","1","OAK"
"33379","2","3","HOU"
"33380","0","3","HOU"
"33381","2","3","HOU"
"33382","0","3","HOU"
"33383","0","3","HOU"
"33384","0","3","HOU"
"33385","1","3","HOU"
"33386","2","3","HOU"
"33387","2","3","HOU"
"33388","2","3","HOU"
"33389","0","3","HOU"
"33390","1","3","HOU"
"33391","1","3","HOU"
"33392","3","0","OAK"
"33393","2","3","HOU"
"33394","0","3","HOU"
"33395","3","1","OAK"
"33396","2","3","HOU"
"33397","0","3","HOU"
"33398","1","3","HOU"
"33399","1","3","HOU"
"33400","2","3","HOU"
"33401","3","1","OAK"
"33402","2","3","HOU"
"33403","2","3","HOU"
"33404","0","3","HOU"
"33405","2","3","HOU"
"33406","2","3","HOU"
"33407","3","2","OAK"
"33408","2","3","HOU"
"33409","1","3","HOU"
"33410","0","3","HOU"
"33411","3","1","OAK"
"33412","1","3","HOU"
"33413","3","2","OAK"
"33414","1","3","HOU"
"33415","0","3","HOU"
"33416","2","3","HOU"
"33417","3","2","OAK"
"33418","0","3","HOU"
"33419","2","3","HOU"
"33420","2","3","HOU"
"33421","2","3","HOU"
"33422","0","3","HOU"
"33423","2","3","HOU"
"33424","0","3","HOU"
"33425","3","1","OAK"
"33426","1","3","HOU"
"33427","0","3","HOU"
"33428","0","3","HOU"
"33429","2","3","HOU"
"33430","1","3","HOU"
"33431","0","3","HOU"
"33432","3","2","OAK"
"33433","0","3","HOU"
"33434","3","1","OAK"
"33435","3","2","OAK"
"33436","0","3","HOU"
"33437","1","3","HOU"
"33438","1","3","HOU"
"33439","0","3","HOU"
"33440","1","3","HOU"
"33441","1","3","HOU"
"33442","1","3","HOU"
"33443","0","3","HOU"
"33444","1","3","HOU"
"33445","2","3","HOU"
"33446","2","3","HOU"
"33447","1","3","HOU"
"33448","3","1","OAK"
"33449","0","3","HOU"
"33450","3","2","OAK"
"33451","1","3","HOU"
"33452","3","2","OAK"
"33453","1","3","HOU"
"33454","2","3","HOU"
"33455","3","1","OAK"
"33456","2","3","HOU"
"33457","3","0","OAK"
"33458","0","3","HOU"
"33459","0","3","HOU"
"33460","0","3","HOU"
"33461","1","3","HOU"
"33462","0","3","HOU"
"33463","1","3","HOU"
"33464","1","3","HOU"
"33465","3","0","OAK"
"33466","1","3","HOU"
"33467","3","2","OAK"
"33468","0","3","HOU"
"33469","3","1","OAK"
"33470","1","3","HOU"
"33471","2","3","HOU"
"33472","1","3","HOU"
"33473","2","3","HOU"
"33474","0","3","HOU"
"33475","1","3","HOU"
"33476","1","3","HOU"
"33477","0","3","HOU"
"33478","1","3","HOU"
"33479","3","1","OAK"
"33480","1","3","HOU"
"33481","3","1","OAK"
"33482","1","3","HOU"
"33483","0","3","HOU"
"33484","2","3","HOU"
"33485","1","3","HOU"
"33486","1","3","HOU"
"33487","2","3","HOU"
"33488","1","3","HOU"
"33489","3","2","OAK"
"33490","1","3","HOU"
"33491","2","3","HOU"
"33492","1","3","HOU"
"33493","0","3","HOU"
"33494","1","3","HOU"
"33495","2","3","HOU"
"33496","2","3","HOU"
"33497","1","3","HOU"
"33498","0","3","HOU"
"33499","0","3","HOU"
"33500","3","2","OAK"
"33501","1","3","HOU"
"33502","2","3","HOU"
"33503","2","3","HOU"
"33504","0","3","HOU"
"33505","1","3","HOU"
"33506","0","3","HOU"
"33507","3","2","OAK"
"33508","0","3","HOU"
"33509","2","3","HOU"
"33510","0","3","HOU"
"33511","0","3","HOU"
"33512","1","3","HOU"
"33513","1","3","HOU"
"33514","1","3","HOU"
"33515","1","3","HOU"
"33516","2","3","HOU"
"33517","0","3","HOU"
"33518","0","3","HOU"
"33519","3","1","OAK"
"33520","1","3","HOU"
"33521","0","3","HOU"
"33522","1","3","HOU"
"33523","3","0","OAK"
"33524","1","3","HOU"
"33525","1","3","HOU"
"33526","0","3","HOU"
"33527","2","3","HOU"
"33528","0","3","HOU"
"33529","0","3","HOU"
"33530","0","3","HOU"
"33531","1","3","HOU"
"33532","3","1","OAK"
"33533","3","1","OAK"
"33534","3","1","OAK"
"33535","1","3","HOU"
"33536","0","3","HOU"
"33537","0","3","HOU"
"33538","1","3","HOU"
"33539","0","3","HOU"
"33540","3","1","OAK"
"33541","1","3","HOU"
"33542","2","3","HOU"
"33543","1","3","HOU"
"33544","0","3","HOU"
"33545","3","1","OAK"
"33546","1","3","HOU"
"33547","1","3","HOU"
"33548","2","3","HOU"
"33549","3","1","OAK"
"33550","1","3","HOU"
"33551","1","3","HOU"
"33552","0","3","HOU"
"33553","1","3","HOU"
"33554","2","3","HOU"
"33555","0","3","HOU"
"33556","3","1","OAK"
"33557","0","3","HOU"
"33558","3","2","OAK"
"33559","0","3","HOU"
"33560","1","3","HOU"
"33561","1","3","HOU"
"33562","0","3","HOU"
"33563","2","3","HOU"
"33564","1","3","HOU"
"33565","2","3","HOU"
"33566","3","2","OAK"
"33567","0","3","HOU"
"33568","2","3","HOU"
"33569","0","3","HOU"
"33570","1","3","HOU"
"33571","2","3","HOU"
"33572","2","3","HOU"
"33573","1","3","HOU"
"33574","2","3","HOU"
"33575","1","3","HOU"
"33576","0","3","HOU"
"33577","3","2","OAK"
"33578","2","3","HOU"
"33579","0","3","HOU"
"33580","1","3","HOU"
"33581","0","3","HOU"
"33582","0","3","HOU"
"33583","1","3","HOU"
"33584","1","3","HOU"
"33585","1","3","HOU"
"33586","3","1","OAK"
"33587","1","3","HOU"
"33588","1","3","HOU"
"33589","0","3","HOU"
"33590","1","3","HOU"
"33591","0","3","HOU"
"33592","1","3","HOU"
"33593","0","3","HOU"
"33594","3","2","OAK"
"33595","1","3","HOU"
"33596","2","3","HOU"
"33597","0","3","HOU"
"33598","1","3","HOU"
"33599","3","1","OAK"
"33600","0","3","HOU"
"33601","3","0","OAK"
"33602","0","3","HOU"
"33603","3","2","OAK"
"33604","0","3","HOU"
"33605","1","3","HOU"
"33606","1","3","HOU"
"33607","2","3","HOU"
"33608","1","3","HOU"
"33609","3","2","OAK"
"33610","1","3","HOU"
"33611","3","1","OAK"
"33612","2","3","HOU"
"33613","1","3","HOU"
"33614","2","3","HOU"
"33615","0","3","HOU"
"33616","2","3","HOU"
"33617","1","3","HOU"
"33618","2","3","HOU"
"33619","1","3","HOU"
"33620","0","3","HOU"
"33621","3","2","OAK"
"33622","1","3","HOU"
"33623","2","3","HOU"
"33624","1","3","HOU"
"33625","1","3","HOU"
"33626","0","3","HOU"
"33627","1","3","HOU"
"33628","0","3","HOU"
"33629","1","3","HOU"
"33630","2","3","HOU"
"33631","2","3","HOU"
"33632","2","3","HOU"
"33633","2","3","HOU"
"33634","0","3","HOU"
"33635","0","3","HOU"
"33636","3","2","OAK"
"33637","1","3","HOU"
"33638","1","3","HOU"
"33639","3","1","OAK"
"33640","0","3","HOU"
"33641","3","0","OAK"
"33642","1","3","HOU"
"33643","3","2","OAK"
"33644","1","3","HOU"
"33645","3","0","OAK"
"33646","0","3","HOU"
"33647","3","2","OAK"
"33648","2","3","HOU"
"33649","1","3","HOU"
"33650","2","3","HOU"
"33651","0","3","HOU"
"33652","3","1","OAK"
"33653","2","3","HOU"
"33654","1","3","HOU"
"33655","2","3","HOU"
"33656","1","3","HOU"
"33657","3","1","OAK"
"33658","2","3","HOU"
"33659","1","3","HOU"
"33660","1","3","HOU"
"33661","0","3","HOU"
"33662","0","3","HOU"
"33663","2","3","HOU"
"33664","0","3","HOU"
"33665","0","3","HOU"
"33666","1","3","HOU"
"33667","2","3","HOU"
"33668","0","3","HOU"
"33669","1","3","HOU"
"33670","3","2","OAK"
"33671","2","3","HOU"
"33672","2","3","HOU"
"33673","0","3","HOU"
"33674","2","3","HOU"
"33675","1","3","HOU"
"33676","1","3","HOU"
"33677","0","3","HOU"
"33678","3","0","OAK"
"33679","2","3","HOU"
"33680","1","3","HOU"
"33681","3","1","OAK"
"33682","0","3","HOU"
"33683","3","2","OAK"
"33684","1","3","HOU"
"33685","1","3","HOU"
"33686","2","3","HOU"
"33687","3","1","OAK"
"33688","1","3","HOU"
"33689","0","3","HOU"
"33690","2","3","HOU"
"33691","2","3","HOU"
"33692","2","3","HOU"
"33693","0","3","HOU"
"33694","1","3","HOU"
"33695","0","3","HOU"
"33696","2","3","HOU"
"33697","0","3","HOU"
"33698","2","3","HOU"
"33699","3","2","OAK"
"33700","0","3","HOU"
"33701","1","3","HOU"
"33702","3","2","OAK"
"33703","0","3","HOU"
"33704","3","1","OAK"
"33705","1","3","HOU"
"33706","1","3","HOU"
"33707","2","3","HOU"
"33708","0","3","HOU"
"33709","2","3","HOU"
"33710","1","3","HOU"
"33711","1","3","HOU"
"33712","2","3","HOU"
"33713","0","3","HOU"
"33714","0","3","HOU"
"33715","2","3","HOU"
"33716","1","3","HOU"
"33717","0","3","HOU"
"33718","2","3","HOU"
"33719","2","3","HOU"
"33720","1","3","HOU"
"33721","0","3","HOU"
"33722","1","3","HOU"
"33723","3","1","OAK"
"33724","3","1","OAK"
"33725","0","3","HOU"
"33726","2","3","HOU"
"33727","1","3","HOU"
"33728","2","3","HOU"
"33729","3","1","OAK"
"33730","0","3","HOU"
"33731","0","3","HOU"
"33732","1","3","HOU"
"33733","0","3","HOU"
"33734","1","3","HOU"
"33735","0","3","HOU"
"33736","0","3","HOU"
"33737","2","3","HOU"
"33738","2","3","HOU"
"33739","2","3","HOU"
"33740","2","3","HOU"
"33741","0","3","HOU"
"33742","2","3","HOU"
"33743","2","3","HOU"
"33744","1","3","HOU"
"33745","2","3","HOU"
"33746","3","1","OAK"
"33747","0","3","HOU"
"33748","1","3","HOU"
"33749","1","3","HOU"
"33750","1","3","HOU"
"33751","2","3","HOU"
"33752","1","3","HOU"
"33753","3","1","OAK"
"33754","1","3","HOU"
"33755","3","2","OAK"
"33756","0","3","HOU"
"33757","1","3","HOU"
"33758","1","3","HOU"
"33759","2","3","HOU"
"33760","0","3","HOU"
"33761","3","1","OAK"
"33762","1","3","HOU"
"33763","0","3","HOU"
"33764","2","3","HOU"
"33765","1","3","HOU"
"33766","0","3","HOU"
"33767","0","3","HOU"
"33768","3","1","OAK"
"33769","1","3","HOU"
"33770","0","3","HOU"
"33771","1","3","HOU"
"33772","3","1","OAK"
"33773","2","3","HOU"
"33774","0","3","HOU"
"33775","2","3","HOU"
"33776","3","2","OAK"
"33777","1","3","HOU"
"33778","2","3","HOU"
"33779","1","3","HOU"
"33780","2","3","HOU"
"33781","0","3","HOU"
"33782","2","3","HOU"
"33783","2","3","HOU"
"33784","1","3","HOU"
"33785","1","3","HOU"
"33786","1","3","HOU"
"33787","0","3","HOU"
"33788","1","3","HOU"
"33789","3","1","OAK"
"33790","2","3","HOU"
"33791","0","3","HOU"
"33792","1","3","HOU"
"33793","2","3","HOU"
"33794","1","3","HOU"
"33795","3","2","OAK"
"33796","2","3","HOU"
"33797","0","3","HOU"
"33798","1","3","HOU"
"33799","0","3","HOU"
"33800","3","1","OAK"
"33801","0","3","HOU"
"33802","3","2","OAK"
"33803","1","3","HOU"
"33804","0","3","HOU"
"33805","1","3","HOU"
"33806","0","3","HOU"
"33807","2","3","HOU"
"33808","2","3","HOU"
"33809","0","3","HOU"
"33810","2","3","HOU"
"33811","1","3","HOU"
"33812","2","3","HOU"
"33813","0","3","HOU"
"33814","0","3","HOU"
"33815","2","3","HOU"
"33816","2","3","HOU"
"33817","2","3","HOU"
"33818","2","3","HOU"
"33819","1","3","HOU"
"33820","2","3","HOU"
"33821","3","2","OAK"
"33822","1","3","HOU"
"33823","0","3","HOU"
"33824","2","3","HOU"
"33825","3","0","OAK"
"33826","0","3","HOU"
"33827","1","3","HOU"
"33828","0","3","HOU"
"33829","3","1","OAK"
"33830","0","3","HOU"
"33831","2","3","HOU"
"33832","0","3","HOU"
"33833","3","1","OAK"
"33834","0","3","HOU"
"33835","1","3","HOU"
"33836","2","3","HOU"
"33837","2","3","HOU"
"33838","1","3","HOU"
"33839","3","1","OAK"
"33840","0","3","HOU"
"33841","1","3","HOU"
"33842","0","3","HOU"
"33843","3","1","OAK"
"33844","3","1","OAK"
"33845","0","3","HOU"
"33846","0","3","HOU"
"33847","3","2","OAK"
"33848","2","3","HOU"
"33849","2","3","HOU"
"33850","0","3","HOU"
"33851","3","1","OAK"
"33852","1","3","HOU"
"33853","0","3","HOU"
"33854","3","1","OAK"
"33855","0","3","HOU"
"33856","2","3","HOU"
"33857","0","3","HOU"
"33858","1","3","HOU"
"33859","2","3","HOU"
"33860","1","3","HOU"
"33861","0","3","HOU"
"33862","1","3","HOU"
"33863","1","3","HOU"
"33864","2","3","HOU"
"33865","0","3","HOU"
"33866","1","3","HOU"
"33867","2","3","HOU"
"33868","2","3","HOU"
"33869","1","3","HOU"
"33870","1","3","HOU"
"33871","2","3","HOU"
"33872","1","3","HOU"
"33873","1","3","HOU"
"33874","2","3","HOU"
"33875","2","3","HOU"
"33876","2","3","HOU"
"33877","0","3","HOU"
"33878","0","3","HOU"
"33879","2","3","HOU"
"33880","1","3","HOU"
"33881","0","3","HOU"
"33882","2","3","HOU"
"33883","1","3","HOU"
"33884","1","3","HOU"
"33885","2","3","HOU"
"33886","3","1","OAK"
"33887","1","3","HOU"
"33888","1","3","HOU"
"33889","2","3","HOU"
"33890","2","3","HOU"
"33891","0","3","HOU"
"33892","2","3","HOU"
"33893","1","3","HOU"
"33894","2","3","HOU"
"33895","0","3","HOU"
"33896","2","3","HOU"
"33897","3","2","OAK"
"33898","1","3","HOU"
"33899","1","3","HOU"
"33900","3","1","OAK"
"33901","1","3","HOU"
"33902","1","3","HOU"
"33903","0","3","HOU"
"33904","2","3","HOU"
"33905","3","2","OAK"
"33906","2","3","HOU"
"33907","0","3","HOU"
"33908","1","3","HOU"
"33909","1","3","HOU"
"33910","2","3","HOU"
"33911","1","3","HOU"
"33912","2","3","HOU"
"33913","2","3","HOU"
"33914","2","3","HOU"
"33915","1","3","HOU"
"33916","1","3","HOU"
"33917","3","1","OAK"
"33918","3","2","OAK"
"33919","3","2","OAK"
"33920","1","3","HOU"
"33921","0","3","HOU"
"33922","0","3","HOU"
"33923","1","3","HOU"
"33924","2","3","HOU"
"33925","1","3","HOU"
"33926","0","3","HOU"
"33927","0","3","HOU"
"33928","0","3","HOU"
"33929","2","3","HOU"
"33930","3","1","OAK"
"33931","0","3","HOU"
"33932","1","3","HOU"
"33933","1","3","HOU"
"33934","2","3","HOU"
"33935","3","0","OAK"
"33936","3","2","OAK"
"33937","1","3","HOU"
"33938","2","3","HOU"
"33939","2","3","HOU"
"33940","2","3","HOU"
"33941","2","3","HOU"
"33942","2","3","HOU"
"33943","1","3","HOU"
"33944","0","3","HOU"
"33945","1","3","HOU"
"33946","2","3","HOU"
"33947","3","2","OAK"
"33948","3","1","OAK"
"33949","0","3","HOU"
"33950","1","3","HOU"
"33951","0","3","HOU"
"33952","3","2","OAK"
"33953","2","3","HOU"
"33954","2","3","HOU"
"33955","1","3","HOU"
"33956","2","3","HOU"
"33957","1","3","HOU"
"33958","1","3","HOU"
"33959","2","3","HOU"
"33960","1","3","HOU"
"33961","0","3","HOU"
"33962","1","3","HOU"
"33963","2","3","HOU"
"33964","3","1","OAK"
"33965","0","3","HOU"
"33966","0","3","HOU"
"33967","1","3","HOU"
"33968","3","1","OAK"
"33969","0","3","HOU"
"33970","0","3","HOU"
"33971","1","3","HOU"
"33972","2","3","HOU"
"33973","0","3","HOU"
"33974","3","2","OAK"
"33975","0","3","HOU"
"33976","0","3","HOU"
"33977","0","3","HOU"
"33978","0","3","HOU"
"33979","2","3","HOU"
"33980","1","3","HOU"
"33981","0","3","HOU"
"33982","0","3","HOU"
"33983","1","3","HOU"
"33984","2","3","HOU"
"33985","2","3","HOU"
"33986","1","3","HOU"
"33987","0","3","HOU"
"33988","2","3","HOU"
"33989","0","3","HOU"
"33990","3","2","OAK"
"33991","1","3","HOU"
"33992","3","2","OAK"
"33993","0","3","HOU"
"33994","0","3","HOU"
"33995","1","3","HOU"
"33996","3","1","OAK"
"33997","1","3","HOU"
"33998","1","3","HOU"
"33999","1","3","HOU"
"34000","1","3","HOU"
"34001","1","3","HOU"
"34002","1","3","HOU"
"34003","3","2","OAK"
"34004","1","3","HOU"
"34005","3","1","OAK"
"34006","1","3","HOU"
"34007","1","3","HOU"
"34008","0","3","HOU"
"34009","2","3","HOU"
"34010","0","3","HOU"
"34011","2","3","HOU"
"34012","0","3","HOU"
"34013","1","3","HOU"
"34014","0","3","HOU"
"34015","0","3","HOU"
"34016","2","3","HOU"
"34017","3","1","OAK"
"34018","2","3","HOU"
"34019","1","3","HOU"
"34020","0","3","HOU"
"34021","0","3","HOU"
"34022","1","3","HOU"
"34023","0","3","HOU"
"34024","0","3","HOU"
"34025","3","1","OAK"
"34026","3","1","OAK"
"34027","1","3","HOU"
"34028","1","3","HOU"
"34029","2","3","HOU"
"34030","1","3","HOU"
"34031","3","0","OAK"
"34032","3","2","OAK"
"34033","1","3","HOU"
"34034","2","3","HOU"
"34035","0","3","HOU"
"34036","1","3","HOU"
"34037","1","3","HOU"
"34038","2","3","HOU"
"34039","0","3","HOU"
"34040","1","3","HOU"
"34041","2","3","HOU"
